statefp,cd115fp,affgeoid,id,state,fr,abr,NYT,elu,name,percent_dem,percent_rep
47,1,5001500US4701,4701,Tennessee,Tennessee,TN,Tenn. 1,R,,,
47,2,5001500US4702,4702,Tennessee,Tennessee,TN,Tenn. 2,,,,
47,3,5001500US4703,4703,Tennessee,Tennessee,TN,Tenn. 3,R,,,
47,4,5001500US4704,4704,Tennessee,Tennessee,TN,Tenn. 4,R,,,
47,5,5001500US4705,4705,Tennessee,Tennessee,TN,Tenn. 5,D,,,
47,6,5001500US4706,4706,Tennessee,Tennessee,TN,Tenn. 6,,,,
47,7,5001500US4707,4707,Tennessee,Tennessee,TN,Tenn. 7,,,,
47,8,5001500US4708,4708,Tennessee,Tennessee,TN,Tenn. 8,R,,,
47,9,5001500US4709,4709,Tennessee,Tennessee,TN,Tenn. 9,D,,,
48,1,5001500US4801,4801,Texas,Texas,TX,Tex. 1,R,,,
48,10,5001500US4810,4810,Texas,Texas,TX,Tex. 10,R,,,
48,11,5001500US4811,4811,Texas,Texas,TX,Tex. 11,R,,,
48,12,5001500US4812,4812,Texas,Texas,TX,Tex. 12,R,,,
48,13,5001500US4813,4813,Texas,Texas,TX,Tex. 13,R,,,
48,14,5001500US4814,4814,Texas,Texas,TX,Tex. 14,R,,,
48,15,5001500US4815,4815,Texas,Texas,TX,Tex. 15,D,,,
48,16,5001500US4816,4816,Texas,Texas,TX,Tex. 16,,,,
48,17,5001500US4817,4817,Texas,Texas,TX,Tex. 17,R,,,
48,18,5001500US4818,4818,Texas,Texas,TX,Tex. 18,D,,,
48,19,5001500US4819,4819,Texas,Texas,TX,Tex. 19,R,,,
48,2,5001500US4802,4802,Texas,Texas,TX,Tex. 2,,,,
48,20,5001500US4820,4820,Texas,Texas,TX,Tex. 20,D,,,
48,21,5001500US4821,4821,Texas,Texas,TX,Tex. 21,,,,
48,22,5001500US4822,4822,Texas,Texas,TX,Tex. 22,R,,,
48,23,5001500US4823,4823,Texas,Texas,TX,Tex. 23,R,,,
48,24,5001500US4824,4824,Texas,Texas,TX,Tex. 24,R,,,
48,25,5001500US4825,4825,Texas,Texas,TX,Tex. 25,R,,,
48,26,5001500US4826,4826,Texas,Texas,TX,Tex. 26,R,,,
48,27,5001500US4827,4827,Texas,Texas,TX,Tex. 27,R,,,
48,28,5001500US4828,4828,Texas,Texas,TX,Tex. 28,D,,,
48,29,5001500US4829,4829,Texas,Texas,TX,Tex. 29,,,,
48,3,5001500US4803,4803,Texas,Texas,TX,Tex. 3,,,,
48,30,5001500US4830,4830,Texas,Texas,TX,Tex. 30,D,,,
48,31,5001500US4831,4831,Texas,Texas,TX,Tex. 31,R,,,
48,32,5001500US4832,4832,Texas,Texas,TX,Tex. 32,DD,,,
48,33,5001500US4833,4833,Texas,Texas,TX,Tex. 33,D,,,
48,34,5001500US4834,4834,Texas,Texas,TX,Tex. 34,D,,,
48,35,5001500US4835,4835,Texas,Texas,TX,Tex. 35,D,,,
48,36,5001500US4836,4836,Texas,Texas,TX,Tex. 36,R,,,
48,4,5001500US4804,4804,Texas,Texas,TX,Tex. 4,R,,,
48,5,5001500US4805,4805,Texas,Texas,TX,Tex. 5,,,,
48,6,5001500US4806,4806,Texas,Texas,TX,Tex. 6,,,,
48,7,5001500US4807,4807,Texas,Texas,TX,Tex. 7,,,,
48,8,5001500US4808,4808,Texas,Texas,TX,Tex. 8,R,,,
48,9,5001500US4809,4809,Texas,Texas,TX,Tex. 9,D,,,
49,1,5001500US4901,4901,Utah,Utah,UT,Utah 1,R,,,
49,2,5001500US4902,4902,Utah,Utah,UT,Utah 2,R,,,
49,3,5001500US4903,4903,Utah,Utah,UT,Utah 3,R,,,
49,4,5001500US4904,4904,Utah,Utah,UT,Utah 4,,,,
51,1,5001500US5101,5101,Virginia,Virginie,VA,Va. 1,R,,,
51,10,5001500US5110,5110,Virginia,Virginie,VA,Va. 10,DD,,,
51,11,5001500US5111,5111,Virginia,Virginie,VA,Va. 11,D,,,
51,2,5001500US5102,5102,Virginia,Virginie,VA,Va. 2,DD,,,
51,3,5001500US5103,5103,Virginia,Virginie,VA,Va. 3,D,,,
51,4,5001500US5104,5104,Virginia,Virginie,VA,Va. 4,D,,,
51,5,5001500US5105,5105,Virginia,Virginie,VA,Va. 5,,,,
51,6,5001500US5106,5106,Virginia,Virginie,VA,Va. 6,,,,
51,7,5001500US5107,5107,Virginia,Virginie,VA,Va. 7,,,,
51,8,5001500US5108,5108,Virginia,Virginie,VA,Va. 8,D,,,
51,9,5001500US5109,5109,Virginia,Virginie,VA,Va. 9,R,,,
50,0,5001500US5000,5000,Vermont,Vermont,VT,Vt.,D,,,
54,1,5001500US5401,5401,West Virginia,Virginie Occidentale,WV,W.Va. 1,R,,,
54,2,5001500US5402,5402,West Virginia,Virginie Occidentale,WV,W.Va. 2,R,,,
54,3,5001500US5403,5403,West Virginia,Virginie Occidentale,WV,W.Va. 3,,,,
53,1,5001500US5301,5301,Washington,Washington,WA,Wash. 1,D,,,
53,10,5001500US5310,5310,Washington,Washington,WA,Wash. 10,D,,,
53,2,5001500US5302,5302,Washington,Washington,WA,Wash. 2,D,,,
53,3,5001500US5303,5303,Washington,Washington,WA,Wash. 3,R,,,
53,4,5001500US5304,5304,Washington,Washington,WA,Wash. 4,R,,,
53,5,5001500US5305,5305,Washington,Washington,WA,Wash. 5,R,,,
53,6,5001500US5306,5306,Washington,Washington,WA,Wash. 6,D,,,
53,7,5001500US5307,5307,Washington,Washington,WA,Wash. 7,D,,,
53,8,5001500US5308,5308,Washington,Washington,WA,Wash. 8,,,,
53,9,5001500US5309,5309,Washington,Washington,WA,Wash. 9,D,,,
55,1,5001500US5501,5501,Wisconsin,Wisconsin,WI,Wis. 1,,,,
55,2,5001500US5502,5502,Wisconsin,Wisconsin,WI,Wis. 2,D,,,
55,3,5001500US5503,5503,Wisconsin,Wisconsin,WI,Wis. 3,D,,,
55,4,5001500US5504,5504,Wisconsin,Wisconsin,WI,Wis. 4,D,,,
55,5,5001500US5505,5505,Wisconsin,Wisconsin,WI,Wis. 5,R,,,
55,6,5001500US5506,5506,Wisconsin,Wisconsin,WI,Wis. 6,R,,,
55,7,5001500US5507,5507,Wisconsin,Wisconsin,WI,Wis. 7,R,,,
55,8,5001500US5508,5508,Wisconsin,Wisconsin,WI,Wis. 8,R,,,
56,0,5001500US5600,5600,Wyoming,Wyoming,WY,Wyo.,R,,,
11,98,5001500US1198,1198,District of Columbia,District of Columbia,DC,,,,,
72,98,5001500US7298,7298,Puerto Rico,Porto Rico,PR,,,,,
