title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier_scrutin_presence,premier_scrutin_vote,septembre,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
M.,Adrien Morenas,Pas de réponse.,omc_pa721876,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721876.jpg,La République en marche,,,LREM,,Vaucluse,3e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Adrien Quatennens,"""Lundi à une heure moins deux minutes, François de Rugy a décidé de poursuivre la séance jusqu'à 2 heures pour que le débat et le vote sur le glyphosate aient lieu en pleine nuit en catimini.""",omc_pa720422,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720422.jpg,La France insoumise,,,LFI,,Nord,1ère,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Adrien Taquet,Pas de réponse.,omc_pa722086,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722086.jpg,La République en marche,,,LREM,,Hauts-de-Seine,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Agnès Firmin Le Bodo,"""Les lundis et vendredis sont traditionnellement les jours réservés à notre circonscription et à nos obligations professionnelles (je suis pharmacien). Notre groupe était représenté par des membres de la commission concernée par le sujet.""",omc_pa267780,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267780.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Seine-Maritime,7e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Agnès Thill,Pas de réponse.,omc_pa720568,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720568.jpg,La République en marche,,,LREM,,Oise,2e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Aina Kuric,Pas de réponse.,omc_pa720214,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720214.jpg,La République en marche,,,LREM,,Marne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Alain Bruneel,"""Le 14 septembre, il n'était pas dans l'Hémicycle, car il avait prévu une réunion de longue date en circonscription pour faire un bilan de sa première année de parlementaire"", justifie l'entourage du député.",omc_pa720546,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720546.jpg,Gauche démocrate et républicaine,,,PCF,,Nord,16e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Alain David,Pas de réponse.,omc_pa1008,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1008.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Gironde,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Alain Perea,Pas de réponse.,omc_pa718802,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718802.jpg,La République en marche,,,LREM,,Aude,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Alain Ramadier,Pas de réponse.,omc_pa721286,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721286.jpg,Les Républicains,,,LR,,Seine-Saint-Denis,10e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de réponse
M.,Alain Tourret,Pas de réponse.,omc_pa2828,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2828.jpg,La République en marche,,,LREM,,Calvados,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Albane Gaillot,Pas de réponse.,omc_pa721246,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721246.jpg,La République en marche,,,LREM,,Val-de-Marne,11e,,,Absent(e),Absent(e),,Abstention,PRESENT,ABSTENTION,Pas de réponse
Mme,Alexandra Louis,Pas de réponse.,omc_pa718918,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718918.jpg,La République en marche,,,LREM,,Bouches-du-Rhône,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Alexandra Valetta Ardisson,Pas de réponse.,omc_pa718768,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718768.jpg,La République en marche,,,LREM,,Alpes-Maritimes,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Alexandre Freschi,"""Je n'étais pas présent dans l'Hémicycle lors de ce vote car le lundi 28 mai et le vendredi 14 septembre, j'étais retenu dans ma circonscription dans le Lot-et-Garonne pour des entretiens.""",omc_pa720030,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720030.jpg,La République en marche,,,LREM,,Lot-et-Garonne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Alexandre Holroyd,Pas de réponse.,omc_pa721150,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721150.jpg,La République en marche,,,LREM,,Français établis hors de France,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Alexis Corbière,"""Le président de l'Assemblée, à l'époque M. De Rugy, s'est arrangé pour que les séances s'étalent du lundi au dimanche, de 9h30 à 1 heure du matin. Du quasi non-stop, donc. Le groupe parlementaire de La France insoumise étant réduit, nos députés ne peuvent se relayer aussi efficacement, par exemple, que les députés LREM. Après avoir siégé de manière quasi ininterrompue la semaine précédent le vote, la majorité des députés insoumis avaient quitté la séance pour rentrer se reposer avant la reprise des débats, prévue le lendemain à 9h30. Mais, contrairement à ce qui était prévu, cette séance ne s'est pas terminée à 1 heure, mais a été prolongée jusqu'à 2 heures du matin, suite à une décision unilatérale prise par le président de l'Assemblée, dans le seul et unique but d'avancer le vote sur le glyphosate dans la nuit, et non lors de la reprise de séance. Tout avait été sciemment mis en œuvre pour qu'un minimum de parlementaires de l'opposition (et pour la plupart favorables à l'interdiction du glyphosate) soient présents lors de ce vote si important. Il va sans dire que ce sont des conditions selon moi déplorables, pour ce qui est censé être un débat parlementaire et républicain.""",omc_pa721210,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721210.jpg,La France insoumise,,,LFI,,Seine-Saint-Denis,7e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
Mme,Alice Thourot,"""Je n'étais pas présente dans l'Hémicycle lors du vote, j'avais effectivement d'autres obligations (j'ai notamment beaucoup travaillé durant cette période sur le continuum de sécurité, mission confiée par le Premier Ministre).""",omc_pa719302,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719302.jpg,La République en marche,,,LREM,,Drôme,2e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Amélia Lakrafi,Pas de réponse.,omc_pa721004,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721004.jpg,La République en marche,,,LREM,,Français établis hors de France,10e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Amélie de Montchalin,Pas de réponse.,omc_pa721670,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721670.jpg,La République en marche,,,LREM,,Essonne,6e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de réponse
M.,André Chassaigne,"""J'étais en effet retenu ce lundi soir comme conseiller municipal de ma petite commune de Saint-Amant-Roche-Savine. D'autant plus que c'était la première réunion présidée par le maire qui venait d'être élu (à la suite de la démission du maire qui m'avait succédé en 2010). Mon absence aurait été localement mal vécue.""",omc_pa267306,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267306.jpg,Gauche démocrate et républicaine,,Président,PCF,,Puy-de-Dôme,5e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,André Villiers,"""Je vous confirme que le député était en circonscription pour les dates sus-citées. La première à des obsèques. La deuxième pour un rendez-vous avec un préfet en circonscription"", justifie l'entourage du député.",omc_pa421348,http://www2.assemblee-nationale.fr/static/tribun/15/photos/421348.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Yonne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Anissa Khedher,Pas de réponse.,omc_pa722300,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722300.jpg,La République en marche,,,LREM,,Rhône,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Annaïg Le Meur,Pas de réponse.,omc_pa719388,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719388.jpg,La République en marche,,,LREM,,Finistère,1ère,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Anne Blanc,Pas de réponse.,omc_pa718990,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718990.jpg,La République en marche,,,LREM,,Aveyron,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Anne Brugnera,Pas de réponse.,omc_pa721328,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721328.jpg,La République en marche,,,LREM,,Rhône,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Anne Genetet,Pas de réponse.,omc_pa721024,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721024.jpg,La République en marche,,,LREM,,Français établis hors de France,11e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Anne-Christine Lang,Pas de réponse.,omc_pa643205,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643205.jpg,La République en marche,,,LREM,,Paris,10e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
Mme,Anne-France Brunet,Pas de réponse.,omc_pa720116,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720116.jpg,La République en marche,,,LREM,,Loire-Atlantique,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Anne-Laure Cattelot,Pas de réponse.,omc_pa720520,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720520.jpg,La République en marche,,,LREM,,Nord,12e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Anne-Laurence Petel,"""En tant que députée investie sur le sujet agricole depuis le début de la mandature, j'ai suivi tous les débats, en commission et dans l'Hémicycle, excepté la soirée du lundi en première lecture – ce jour-là, j'effectuais pour la journée un aller-retour en circonscription (qui est aussi mon lieu de travail !) après une nuit courte de 3 heures... et un week-end passé en séance. En seconde lecture, je suis même intervenue dans la nuit pour exprimer et expliquer le refus du groupe de voter les amendements sur le glyphosate.""",omc_pa718930,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718930.jpg,La République en marche,,,LREM,,Bouches-du-Rhône,14e,SIGNATAIRE,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Ne veut pas répondre
Mme,Annie Chapelier,Pas de réponse.,omc_pa719448,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719448.jpg,La République en marche,,,LREM,,Gard,4e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Annie Genevard,Pas de réponse.,omc_pa605991,http://www2.assemblee-nationale.fr/static/tribun/15/photos/605991.jpg,Les Républicains,,,LR,,Doubs,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Annie Vidal,Pas de réponse.,omc_pa722102,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722102.jpg,La République en marche,,,LREM,,Seine-Maritime,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Anthony Cellier,Pas de réponse.,omc_pa719440,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719440.jpg,La République en marche,,,LREM,,Gard,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Antoine Herth,Pas de réponse.,omc_pa267355,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267355.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Bas-Rhin,5e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
M.,Antoine Savignat,Pas de réponse.,omc_pa748954,http://www2.assemblee-nationale.fr/static/tribun/15/photos/748954.jpg,Les Républicains,,,LR,,Val-d'Oise,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Arnaud Viala,Pas de réponse.,omc_pa709315,http://www2.assemblee-nationale.fr/static/tribun/15/photos/709315.jpg,Les Républicains,,,LR,,Aveyron,3e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
Mme,Aude Amadou,Pas de réponse.,omc_pa720124,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720124.jpg,La République en marche,,,LREM,,Loire-Atlantique,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Aude Bono-Vandorme,Pas de réponse.,omc_pa718756,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718756.jpg,La République en marche,,,LREM,,Aisne,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Aude Luquet,Pas de réponse.,omc_pa721530,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721530.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Seine-et-Marne,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Audrey Dufeu Schubert,Pas de réponse.,omc_pa720046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720046.jpg,La République en marche,,,LREM,,Loire-Atlantique,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Aurélien Pradié,Pas de réponse.,omc_pa720100,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720100.jpg,Les Républicains,,,LR,,Lot,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Aurélien Taché,Pas de réponse.,omc_pa720952,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720952.jpg,La République en marche,,,LREM,,Val-d'Oise,10e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Aurore Bergé,"""Le 28 mai, présence au conseil municipal de la ville où je suis élue. Le 14 septembre, intervention à La Rochelle dans le cadre du festival de la fiction (en qualité de rapporteure de la mission d'information sur la réforme de la régulation de l'audiovisuel).""",omc_pa722046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722046.jpg,La République en marche,,,LREM,,Yvelines,10e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Barbara Bessot Ballot,Ne souhaite pas répondre.,omc_pa722312,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722312.jpg,La République en marche,,,LREM,,Haute-Saône,1ère,,,Contre,Présent,Contre,Absent(e),,,Ne veut pas répondre
Mme,Barbara Pompili,Pas de réponse.,omc_pa609520,http://www2.assemblee-nationale.fr/static/tribun/15/photos/609520.jpg,La République en marche,,,LREM,,Somme,2e,SIGNATAIRE,SIGNATAIRE,Pour,Présent,Pour,Pour,PRESENT,POUR,Pas de réponse
M.,Bastien Lachaud,"""Le 28 mai, à 2 heures du matin, je n'étais pas dans l'Hémicycle, l'avancement normal du débat aurait dû amener ces amendements le lendemain vers 17h30 où j'avais prévu d'être présent pour voter. Mon absence est donc entièrement due à l'organisation inepte des débats qui vise à épuiser tout le monde, et à la décision du président de séance de faire passer délibérément cette question au milieu de la nuit, au mépris de l'organisation normale de nos débats.""",omc_pa720846,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720846.jpg,La France insoumise,,,LFI,,Seine-Saint-Denis,6e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
Mme,Béatrice Descamps,"""Les amendements ont été discutés vendredi 14 septembre vers 4 heures du matin ; or, l'essentiel du débat avait déjà eu lieu en première lecture au mois de mai. Le cadre législatif actuel est suffisant pour la mise en œuvre de l'engagement du président de la République quant à l'interdiction du glyphosate d'ici trois ans, par un retrait des autorisations de mise sur le marché sur proposition de l'Anses.""",omc_pa720696,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720696.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,21e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Béatrice Piron,Pas de réponse.,omc_pa721844,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721844.jpg,La République en marche,,,LREM,,Yvelines,3e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de réponse
M.,Belkhir Belhaddad,Pas de réponse.,omc_pa720362,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720362.jpg,La République en marche,,,LREM,,Moselle,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Bénédicte Peyrol,Pas de réponse.,omc_pa718736,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718736.jpg,La République en marche,,,LREM,,Allier,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Bénédicte Taurine,Pas de réponse.,omc_pa718860,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718860.jpg,La France insoumise,,,LFI,,Ariège,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Benjamin Dirx,Pas de réponse.,omc_pa722382,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722382.jpg,La République en marche,,,LREM,,Saône-et-Loire,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Benoit Potterie,Pas de réponse.,omc_pa720590,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720590.jpg,La République en marche,,,LREM,,Pas-de-Calais,8e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
M.,Benoit Simian,Pas de réponse.,omc_pa719592,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719592.jpg,La République en marche,,,LREM,,Gironde,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Bérangère Abba,Pas de réponse.,omc_pa720242,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720242.jpg,La République en marche,,,LREM,,Haute-Marne,1ère,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Bérangère Couillard,Ne souhaite pas répondre.,omc_pa719624,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719624.jpg,La République en marche,,,LREM,,Gironde,7e,,,Absent(e),Absent(e),,Absent(e),,,Ne veut pas répondre
Mme,Bérengère Poletti,Pas de réponse.,omc_pa267260,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267260.jpg,Les Républicains,,,LR,,Ardennes,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bernard Brochand,Pas de réponse.,omc_pa223837,http://www2.assemblee-nationale.fr/static/tribun/15/photos/223837.jpg,Les Républicains,,,LR,,Alpes-Maritimes,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bernard Deflesselles,Pas de réponse.,omc_pa1029,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1029.jpg,Les Républicains,,,LR,,Bouches-du-Rhône,9e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bernard Perrut,Pas de réponse.,omc_pa2377,http://www2.assemblee-nationale.fr/static/tribun/15/photos/2377.jpg,Les Républicains,,,LR,,Rhône,9e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bernard Reynès,Pas de réponse.,omc_pa330788,http://www2.assemblee-nationale.fr/static/tribun/15/photos/330788.jpg,Les Républicains,,,LR,,Bouches-du-Rhône,15e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bertrand Bouyx,Pas de réponse.,omc_pa719032,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719032.jpg,La République en marche,,,LREM,,Calvados,5e,,,Contre,Présent,Contre,Absent(e),,,Pas de réponse
M.,Bertrand Pancher,"""Pour le vote du 28 mai, j'avais des engagements très tôt le lendemain matin qui m'ont malheureusement contraint à quitter l'Hémicycle avant la fin des débats. Concernant le vote du 14 septembre, j'étais retenu dans ma circonscription par différentes réunions et rendez-vous le vendredi et le samedi m'empêchant de revenir à Paris pour la séance de nuit.""",omc_pa333421,http://www2.assemblee-nationale.fr/static/tribun/15/photos/333421.jpg,Libertés et Territoires,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Meuse,1ère,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bertrand Sorre,Pas de réponse.,omc_pa720190,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720190.jpg,La République en marche,,,LREM,,Manche,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Blandine Brocard,Pas de réponse.,omc_pa721336,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721336.jpg,La République en marche,,,LREM,,Rhône,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Boris Vallaud,"""J'avais des engagements professionnels par ailleurs dans ma circonscription.""",omc_pa719930,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719930.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Landes,3e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Brahim Hammouche,"""Pour ma part, j'étais retenu dans ma circonscription pour des obligations à la fois liées à mon mandat et à ma vie familiale.""",omc_pa720326,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720326.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Moselle,8e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Brigitte Bourguignon,Pas de réponse.,omc_pa608083,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608083.jpg,La République en marche,,,LREM,,Pas-de-Calais,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Brigitte Kuster,"""J'avais d'autres obligations ces soirs-là.""",omc_pa721506,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721506.jpg,Les Républicains,,,LR,,Paris,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Brigitte Liso,"""Je m'étais engagée de longue date à participer au World Clean Up Day [le 15 septembre 2018] auprès de 3 communes de ma circonscription ce que j'ai fait à Quesnoy-sur-Deûle, Wambrechies et Saint-André-lez-Lille. Et j'y ai de fait participé.""",omc_pa720446,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720446.jpg,La République en marche,,,LREM,,Nord,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bruno Bilde,Pas de réponse.,omc_pa720822,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720822.jpg,Non inscrit,,,NI (RN),,Pas-de-Calais,12e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bruno Bonnell,Ne souhaite pas répondre.,omc_pa721344,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721344.jpg,La République en marche,,,LREM,,Rhône,6e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Contre
M.,Bruno Duvergé,Pas de réponse.,omc_pa720652,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720652.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Pas-de-Calais,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bruno Fuchs,Pas de réponse.,omc_pa722284,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722284.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Haut-Rhin,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Bruno Joncour,"""Le vote s'est tenu dans la nuit du 14 septembre, et j'avais des obligations en circonscription le samedi matin.""",omc_pa719210,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719210.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Côtes-d'Armor,1ère,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bruno Millienne,Pas de réponse.,omc_pa721976,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721976.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Yvelines,9e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de réponse
M.,Bruno Questel,"""Effectivement, je n'étais pas présent à ce moment des débats. Membre de la commission des lois, je n'ai pas suivi ce texte au fond. Si j'avais été présent, j'aurais voté conformément aux engagement du président de la République à l'échelle européenne donc contre les amendements proposés qui n'étaient destinés qu'à marquer les esprits et non pas à être définitivement adoptés…""",omc_pa643127,http://www2.assemblee-nationale.fr/static/tribun/15/photos/643127.jpg,La République en marche,,,LREM,,Eure,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Bruno Studer,Pas de réponse.,omc_pa720754,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720754.jpg,La République en marche,,,LREM,,Bas-Rhin,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
M.,Buon Tan,Ne souhaite pas répondre.,omc_pa721690,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721690.jpg,La République en marche,,,LREM,,Paris,9e,,,Absent(e),Absent(e),,Absent(e),,,Ne veut pas répondre
Mme,Carole Bureau-Bonnard,Pas de réponse.,omc_pa720622,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720622.jpg,La République en marche,,,LREM,,Oise,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Carole Grandjean,Pas de réponse.,omc_pa720170,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720170.jpg,La République en marche,,,LREM,,Meurthe-et-Moselle,1ère,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Caroline Abadie,Pas de réponse.,omc_pa719866,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719866.jpg,La République en marche,,,LREM,,Isère,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Caroline Fiat,Pas de réponse.,omc_pa720286,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720286.jpg,La France insoumise,,,LFI,,Meurthe-et-Moselle,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Caroline Janvier,Pas de réponse.,omc_pa720074,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720074.jpg,La République en marche,,,LREM,,Loiret,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Catherine Fabre,Pas de réponse.,omc_pa719570,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719570.jpg,La République en marche,,,LREM,,Gironde,2e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Catherine Kamowski,Pas de réponse.,omc_pa719994,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719994.jpg,La République en marche,,,LREM,,Isère,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Catherine Osson,Pas de réponse.,omc_pa720492,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720492.jpg,La République en marche,,,LREM,,Nord,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Cathy Racon-Bouzon,Pas de réponse.,omc_pa718944,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718944.jpg,La République en marche,,,LREM,,Bouches-du-Rhône,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Cécile Muschotti,Pas de réponse.,omc_pa721656,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721656.jpg,La République en marche,,,LREM,,Var,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de réponse
Mme,Cécile Rilhac,"""Elle était dans sa circonscription où, le lundi 28 mai, elle participait à l'inauguration d'une épicerie sociale et solidaire. Quant à la semaine du 10 septembre au 16 septembre, elle n'était pas non plus de permanence et animait dans sa circonscription une réunion de travail sur l'autisme"", justifie l'entourage de la députée.",omc_pa720900,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720900.jpg,La République en marche,,,LREM,,Val-d'Oise,3e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Cécile Untermaier,"""J'avais d'autres obligations professionnelles en circonscription prises depuis longtemps.""",omc_pa608695,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608695.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,,Saône-et-Loire,4e,,,Absent(e),Absent(e),,Absent(e),,,Pour
