title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier_scrutin_presence,premier_scrutin_vote,septembre,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
Mme,Marielle de Sarnez,Pas de réponse.,omc_pa717151,http://www2.assemblee-nationale.fr/static/tribun/15/photos/717151.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Paris,11.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marine Brenier,Pas de réponse.,omc_pa713448,http://www2.assemblee-nationale.fr/static/tribun/15/photos/713448.jpg,Les Républicains,,,LR,,Alpes-Maritimes,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marine Le Pen,Pas de réponse.,omc_pa720614,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720614.jpg,Non inscrit,,,NI,RN,Pas-de-Calais,11.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Marion Lenne,Pas de réponse.,omc_pa721450,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721450.jpg,La République en Marche,,,LREM,,Haute-Savoie,5.0,SIGNATAIRE,,Pour,Présent,Pour,Absent,,,Pas de réponse
Mme,Marjolaine Meynier-Millefert,Pas de réponse.,omc_pa719882,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719882.jpg,La République en Marche,,,LREM,,Isère,10.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Matthieu Orphelin,Pas de réponse.,omc_pa720278,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720278.jpg,La République en Marche,,,LREM,,Maine-et-Loire,1.0,SIGNATAIRE,,Pour,Présent,Pour,Absent,,,Pas de réponse
M.,Maurice Leroy,Pas de réponse.,omc_pa1960,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1960.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Loir-et-Cher,3.0,,,Absent,Absent,,Non-votant (Président de séance),PRESENT,NON-VOTANT ( PSDT DE SEANCE),Pas de réponse
M.,Max Mathiasin,Pas de réponse.,omc_pa720976,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720976.jpg,Mouvement Démocrate et apparentés,,,MODEM,Apparenté au,Guadeloupe,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Maxime Minot,Pas de réponse.,omc_pa720630,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720630.jpg,Les Républicains,,,LR,,Oise,7.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Michel Castellani,Pas de réponse.,omc_pa719138,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719138.jpg,Libertés et Territoires,,,NI,Régions et peuples solidaires,Haute-Corse,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Michel Delpon,Pas de réponse.,omc_pa719258,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719258.jpg,La République en Marche,,,LREM,,Dordogne,2.0,,,Abstention,Présent,Abstention,Absent,,,Pas de réponse
M.,Michel Fanget,Pas de réponse.,omc_pa1276,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1276.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Puy-de-Dôme,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Michel Herbillon,Pas de réponse.,omc_pa1630,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1630.jpg,Les Républicains,,,LR,,Val-de-Marne,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Michel Lauzzana,Pas de réponse.,omc_pa720022,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720022.jpg,La République en Marche,,,LREM,,Lot-et-Garonne,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Michel Vialay,Pas de réponse.,omc_pa721968,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721968.jpg,Les Républicains,,,LR,,Yvelines,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Michèle Crouzet,Pas de réponse.,omc_pa721808,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721808.jpg,La République en Marche,,,LREM,,Yonne,3.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
Mme,Michèle de Vaucouleurs,Pas de réponse.,omc_pa721924,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721924.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Yvelines,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Michèle Tabarot,Pas de réponse.,omc_pa267794,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267794.jpg,Les Républicains,,,LR,,Alpes-Maritimes,9.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Mickaël Nogal,Pas de réponse.,omc_pa719520,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719520.jpg,La République en Marche,,,LREM,,Haute-Garonne,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Mireille Clapot,Pas de réponse.,omc_pa719294,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719294.jpg,La République en Marche,,,LREM,,Drôme,1.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Mireille Robert,Pas de réponse.,omc_pa718810,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718810.jpg,La République en Marche,,,LREM,,Aude,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Moetai Brotherson,Pas de réponse.,omc_pa721118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721118.jpg,Gauche démocrate et républicaine,,,PCF,,Polynésie Française,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Mohamed Laqhila,Pas de réponse.,omc_pa718978,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718978.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Bouches-du-Rhône,11.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Monica Michel,Pas de réponse.,omc_pa719130,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719130.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,16.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Monique Limon,Pas de réponse.,omc_pa719858,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719858.jpg,La République en Marche,,,LREM,,Isère,7.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
M.,Mounir Belhamiti,Pas de réponse.,omc_pa719910,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719910.jpg,La République en Marche,François de Rugy,,LREM,,Loire-Atlantique,1.0,,,Non-votant,Présent,Non-votant,Absent,,NON-VOTANT,Pas de réponse
M.,Mustapha Laabid,Pas de réponse.,omc_pa719842,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719842.jpg,La République en Marche,,,LREM,,Ille-et-Vilaine,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Nadia Hai,Pas de réponse.,omc_pa722054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722054.jpg,La République en Marche,,,LREM,,Yvelines,11.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Nadia Ramassamy,Pas de réponse.,omc_pa721070,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721070.jpg,Les Républicains,,,LR,Apparentée au,Réunion,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Naïma Moutchou,Pas de réponse.,omc_pa720908,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720908.jpg,La République en Marche,,,LREM,,Val-d'Oise,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Natalia Pouzyreff,Pas de réponse.,omc_pa721916,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721916.jpg,La République en Marche,,,LREM,,Yvelines,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Nathalie Bassire,Pas de réponse.,omc_pa721046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721046.jpg,Les Républicains,,,LR,Apparentée au,Réunion,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Nicolas Démoulin,Pas de réponse.,omc_pa719830,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719830.jpg,La République en Marche,,,LREM,,Hérault,8.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Nicolas Forissier,Pas de réponse.,omc_pa1327,http://www2.assemblee-nationale.fr/static/tribun/15/photos/1327.jpg,Les Républicains,,,LR,,Indre,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Nicole Dubré-Chirat,Pas de réponse.,omc_pa720154,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720154.jpg,La République en Marche,,,LREM,,Maine-et-Loire,6.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Nicole Le Peih,Pas de réponse.,omc_pa720342,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720342.jpg,La République en Marche,,,LREM,,Morbihan,3.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Nicole Sanquer,Pas de réponse.,omc_pa721110,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721110.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Polynésie Française,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Nicole Trisse,Pas de réponse.,omc_pa720394,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720394.jpg,La République en Marche,,,LREM,,Moselle,5.0,SIGNATAIRE,,Pour,Présent,Pour,Absent,,,Pas de réponse
Mme,Olivia Gregoire,Pas de réponse.,omc_pa721764,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721764.jpg,La République en Marche,,,LREM,,Paris,12.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Olivier Dassault,Pas de réponse.,omc_pa998,http://www2.assemblee-nationale.fr/static/tribun/15/photos/998.jpg,Les Républicains,,,LR,,Oise,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Olivier Falorni,Pas de réponse.,omc_pa605694,http://www2.assemblee-nationale.fr/static/tribun/15/photos/605694.jpg,Libertés et Territoires,,,NI,PRG,Charente-Maritime,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Olivier Marleix,Pas de réponse.,omc_pa606098,http://www2.assemblee-nationale.fr/static/tribun/15/photos/606098.jpg,Les Républicains,,,LR,,Eure-et-Loir,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Olivier Serva,Pas de réponse.,omc_pa720960,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720960.jpg,La République en Marche,,,LREM,,Guadeloupe,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Olivier Véran,Pas de réponse.,omc_pa642788,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642788.jpg,La République en Marche,,,LREM,,Isère,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pacôme Rupin,Pas de réponse.,omc_pa721616,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721616.jpg,La République en Marche,,,LREM,,Paris,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pascal Bois,Pas de réponse.,omc_pa720576,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720576.jpg,La République en Marche,,,LREM,,Oise,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pascal Lavergne,Pas de réponse.,omc_pa719664,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719664.jpg,La République en Marche,Christelle Dubos,,LREM,,Gironde,12.0,,,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
Mme,Pascale Fontenel-Personne,Pas de réponse.,omc_pa721384,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721384.jpg,La République en Marche,,,LREM,,Sarthe,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Patrice Anato,Pas de réponse.,omc_pa721278,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721278.jpg,La République en Marche,,,LREM,,Seine-Saint-Denis,3.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
M.,Patrice Perrot,Pas de réponse.,omc_pa720414,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720414.jpg,La République en Marche,,,LREM,,Nièvre,2.0,,SIGNATAIRE,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
M.,Patrice Verchère,Pas de réponse.,omc_pa334843,http://www2.assemblee-nationale.fr/static/tribun/15/photos/334843.jpg,Les Républicains,,,LR,,Rhône,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Patricia Lemoine,Pas de réponse.,omc_pa721632,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721632.jpg,"UDI, Agir et Indépendants",Franck Riester,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Seine-et-Marne,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Patrick Hetzel,Pas de réponse.,omc_pa608416,http://www2.assemblee-nationale.fr/static/tribun/15/photos/608416.jpg,Les Républicains,,,LR,,Bas-Rhin,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Patrick Vignal,Pas de réponse.,omc_pa606639,http://www2.assemblee-nationale.fr/static/tribun/15/photos/606639.jpg,La République en Marche,,,LREM,,Hérault,9.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Paul Christophe,Pas de réponse.,omc_pa642868,http://www2.assemblee-nationale.fr/static/tribun/15/photos/642868.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,14.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Paula Forteza,Pas de réponse.,omc_pa721142,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721142.jpg,La République en Marche,,,LREM,,Français établis hors de France,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Perrine Goulet,Pas de réponse.,omc_pa720560,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720560.jpg,La République en Marche,,,LREM,,Nièvre,1.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Philippe Bolo,Pas de réponse.,omc_pa720162,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720162.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Maine-et-Loire,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Philippe Chalumeau,Pas de réponse.,omc_pa719790,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719790.jpg,La République en Marche,,,LREM,,Indre-et-Loire,1.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Philippe Chassaing,Pas de réponse.,omc_pa719250,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719250.jpg,La République en Marche,,,LREM,,Dordogne,1.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pas de réponse
M.,Philippe Dunoyer,Pas de réponse.,omc_pa721094,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721094.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nouvelle-Calédonie,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Philippe Gomès,Pas de réponse.,omc_pa610775,http://www2.assemblee-nationale.fr/static/tribun/15/photos/610775.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nouvelle-Calédonie,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Philippe Gosselin,Pas de réponse.,omc_pa266797,http://www2.assemblee-nationale.fr/static/tribun/15/photos/266797.jpg,Les Républicains,,,LR,,Manche,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Philippe Huppé,Pas de réponse.,omc_pa719700,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719700.jpg,La République en Marche,,,LREM,,Hérault,5.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Pierre Cabaré,Pas de réponse.,omc_pa719496,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719496.jpg,La République en Marche,,,LREM,,Haute-Garonne,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pierre Cordier,Pas de réponse.,omc_pa718850,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718850.jpg,Les Républicains,,,LR,Apparenté au,Ardennes,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pierre Henriet,Pas de réponse.,omc_pa722070,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722070.jpg,La République en Marche,,,LREM,,Vendée,5.0,,,Absent,Absent,,Pour,PRESENT,POUR,Pas de réponse
M.,Pierre Morel-À-L'Huissier,Pas de réponse.,omc_pa266788,http://www2.assemblee-nationale.fr/static/tribun/15/photos/266788.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Lozère,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pierre Person,Pas de réponse.,omc_pa721568,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721568.jpg,La République en Marche,,,LREM,,Paris,6.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pierre-Alain Raphan,Pas de réponse.,omc_pa721888,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721888.jpg,La République en Marche,,,LREM,,Essonne,10.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pierre-Henri Dumont,Pas de réponse.,omc_pa720684,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720684.jpg,Les Républicains,,,LR,,Pas-de-Calais,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Pieyre-Alexandre Anglade,Pas de réponse.,omc_pa721158,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721158.jpg,La République en Marche,,,LREM,,Français établis hors de France,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Ramlati Ali,Pas de réponse.,omc_pa724827,http://www2.assemblee-nationale.fr/static/tribun/15/photos/724827.jpg,La République en Marche,,,LREM,,Mayotte,1.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Raphaël Gauvain,Pas de réponse.,omc_pa721364,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721364.jpg,La République en Marche,,,LREM,,Saône-et-Loire,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Raphaël Gérard,Pas de réponse.,omc_pa719108,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719108.jpg,La République en Marche,,,LREM,,Charente-Maritime,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Raphaël Schellenberger,Pas de réponse.,omc_pa721314,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721314.jpg,Les Républicains,,,LR,,Haut-Rhin,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Rémi Delatte,Pas de réponse.,omc_pa267450,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267450.jpg,Les Républicains,,,LR,,Côte-d'Or,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Richard Ferrand,Pas de réponse.,omc_pa606171,http://www2.assemblee-nationale.fr/static/tribun/15/photos/606171.jpg,La République en Marche,,Président,LREM,,Finistère,6.0,,,Contre,Présent,Contre,Non-votant,,NON-VOTANT,Pas de réponse
M.,Richard Lioger,Pas de réponse.,omc_pa720378,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720378.jpg,La République en Marche,,,LREM,,Moselle,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Robin Reda,Pas de réponse.,omc_pa721678,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721678.jpg,Les Républicains,,,LR,,Essonne,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Rodrigue Kokouendo,Pas de réponse.,omc_pa721644,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721644.jpg,La République en Marche,,,LREM,,Seine-et-Marne,7.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Roland Lescure,Pas de réponse.,omc_pa721134,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721134.jpg,La République en Marche,,,LREM,,Français établis hors de France,1.0,,,Contre,Présent,Contre,Contre,PRESENT,CONTRE,Contre
M.,Romain Grau,Pas de réponse.,omc_pa720790,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720790.jpg,La République en Marche,,,LREM,,Pyrénées-Orientales,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sabine Thillaye,Pas de réponse.,omc_pa719822,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719822.jpg,La République en Marche,,,LREM,,Indre-et-Loire,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Sacha Houlié,Pas de réponse.,omc_pa722150,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722150.jpg,La République en Marche,,,LREM,,Vienne,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Saïd Ahamada,Pas de réponse.,omc_pa718954,http://www2.assemblee-nationale.fr/static/tribun/15/photos/718954.jpg,La République en Marche,,,LREM,,Bouches-du-Rhône,7.0,SIGNATAIRE,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Samantha Cazebonne,Pas de réponse.,omc_pa721166,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721166.jpg,La République en Marche,,,LREM,,Français établis hors de France,5.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sandra Marsaud,Pas de réponse.,omc_pa719080,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719080.jpg,La République en Marche,,,LREM,,Charente,2.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sandrine Josso,Pas de réponse.,omc_pa720038,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720038.jpg,La République en Marche,,,LREM,,Loire-Atlantique,7.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sandrine Le Feur,Pas de réponse.,omc_pa719412,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719412.jpg,La République en Marche,,,LREM,,Finistère,4.0,SIGNATAIRE,SIGNATAIRE,Pour,Présent,Pour,Abstention,PRESENT,ABSTENTION,Pas de réponse
Mme,Sandrine Mörch,Pas de réponse.,omc_pa719456,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719456.jpg,La République en Marche,,,LREM,,Haute-Garonne,9.0,SIGNATAIRE,,Pour,Présent,Pour,Absent,,,Pas de réponse
M.,Sébastien Cazenove,Pas de réponse.,omc_pa720814,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720814.jpg,La République en Marche,,,LREM,,Pyrénées-Orientales,4.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Sébastien Chenu,Pas de réponse.,omc_pa720468,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720468.jpg,Non inscrit,,,NI,RN,Nord,19.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Sébastien Huyghe,Pas de réponse.,omc_pa267200,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267200.jpg,Les Républicains,,,LR,,Nord,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Serge Letchimy,Pas de réponse.,omc_pa337483,http://www2.assemblee-nationale.fr/static/tribun/15/photos/337483.jpg,Socialistes et apparentés,,,NOUVELLE GAUCHE,Apparenté au,Martinique,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Séverine Gipson,Pas de réponse.,omc_pa719326,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719326.jpg,La République en Marche,,,LREM,,Eure,1.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
Mme,Sira Sylla,Pas de réponse.,omc_pa722118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722118.jpg,La République en Marche,,,LREM,,Seine-Maritime,4.0,,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sophie Errante,Pas de réponse.,omc_pa607193,http://www2.assemblee-nationale.fr/static/tribun/15/photos/607193.jpg,La République en Marche,,,LREM,,Loire-Atlantique,10.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sophie Mette,Pas de réponse.,omc_pa719640,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719640.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Gironde,9.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
Mme,Sophie Panonacle,Pas de réponse.,omc_pa719632,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719632.jpg,La République en Marche,,,LREM,,Gironde,8.0,SIGNATAIRE,SIGNATAIRE,Absent,Absent,,Absent,,,Pas de réponse
M.,Stanislas Guerini,Pas de réponse.,omc_pa721498,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721498.jpg,La République en Marche,,,LREM,,Paris,3.0,,,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
M.,Stéphane Baudu,Pas de réponse.,omc_pa719942,http://www2.assemblee-nationale.fr/static/tribun/15/photos/719942.jpg,Mouvement Démocrate et apparentés,Marc Fesneau,,MODEM,,Loir-et-Cher,1.0,,,Contre,Présent,Contre,Absent,,,Pas de réponse
M.,Stéphane Buchou,Pas de réponse.,omc_pa722000,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722000.jpg,La République en Marche,,,LREM,,Vendée,3.0,,,Absent,Absent,,Contre,PRESENT,CONTRE,Pas de réponse
M.,Stéphane Demilly,Pas de réponse.,omc_pa267241,http://www2.assemblee-nationale.fr/static/tribun/15/photos/267241.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Somme,5.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Stéphane Peu,Pas de réponse.,omc_pa721270,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721270.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Saint-Denis,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Stéphane Travert,Pas de réponse.,omc_pa607395,http://www2.assemblee-nationale.fr/static/tribun/15/photos/607395.jpg,La République en Marche,Grégory Galbadon,,LREM,,Manche,3.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Stéphanie Do,Pas de réponse.,omc_pa721718,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721718.jpg,La République en Marche,,,LREM,,Seine-et-Marne,10.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Stéphanie Kerbarh,Pas de réponse.,omc_pa721514,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721514.jpg,La République en Marche,,,LREM,,Seine-Maritime,9.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Stéphanie Rist,Pas de réponse.,omc_pa720066,http://www2.assemblee-nationale.fr/static/tribun/15/photos/720066.jpg,La République en Marche,,,LREM,,Loiret,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
M.,Sylvain Maillard,Pas de réponse.,omc_pa717379,http://www2.assemblee-nationale.fr/static/tribun/15/photos/717379.jpg,La République en Marche,,,LREM,,Paris,1.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sylvia Pinel,Pas de réponse.,omc_pa336175,http://www2.assemblee-nationale.fr/static/tribun/15/photos/336175.jpg,Libertés et Territoires,,,NI,PRG,Tarn-et-Garonne,2.0,,,Absent,Absent,,Absent,,,Pas de réponse
Mme,Sylvie Charrière,Pas de réponse.,omc_pa721218,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721218.jpg,La République en Marche,,,LREM,,Seine-Saint-Denis,8.0,,,Absent,Absent,,Absent,,,Pas de réponse
