title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier+AF8-scrutin+AF8-presence,premier+AF8-scrutin+AF8-vote,septembre,deuxieme+AF8-scrutin+AF8-presence,deuxieme+AF8-scrutin+AF8-vote,envoye+AF8-special
M.,Patrice Anato,Pas de r+AOk-ponse.,omc+AF8-pa721278,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721278.jpg,La R+AOk-publique en marche,,,LREM,,Seine+AC0-Saint+AC0-Denis,3e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Patrice Perrot,Pas de r+AOk-ponse.,omc+AF8-pa720414,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720414.jpg,La R+AOk-publique en marche,,,LREM,,Ni+AOg-vre,2e,,SIGNATAIRE,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Patrice Verch+AOg-re,Pas de r+AOk-ponse.,omc+AF8-pa334843,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/334843.jpg,Les R+AOk-publicains,,,LR,,Rh+APQ-ne,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Patricia Gallerneau,+ACI-+ACIAIg-Le 28 mai +AOk-tait un lundi et je suis les lundis, vendredis, samedis et dimanches dans ma circonscription en Vend+AOk-e +AOA- 4 heures de train de Paris (pour un d+AOk-jeuner avec le pr+AOk-fet, l'inauguration d'une gendarmerie, etc. Une journ+AOk-e bien remplie+ICY-). Les 14 et 15 septembre, j+ACIAIgDp-tais en circonscription avec le pr+AOk-sident de mon groupe, Marc Fesneau, pour une r+AOk-union publique, le congres de la m+AOk-daille militaire, etc.+ACIAIg-+ACI-,omc+AF8-pa721992,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721992.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Vend+AOk-e,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Patricia Lemoine,Pas de r+AOk-ponse.,omc+AF8-pa721632,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721632.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,Franck Riester,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Seine+AC0-et+AC0-Marne,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Patricia Mirall+AOg-s,+ACI-+ACIAIg-Tout d'abord, il est utile de rappeler que chaque d+AOk-put+AOk- appartient +AOA- une commission permanente qui, compte tenu de sa comp+AOk-tence, a +AOA- conna+AO4-tre ou pas des textes mis +AOA- l'ordre du jour. C'est ainsi qu'en ma qualit+AOk- de commissaire +AOA- la d+AOk-fense et aux forces arm+AOk-es, j'ai activement particip+AOk- +AOA- l'+AOk-laboration de la loi de programmation militaire comme je le fais actuellement sur le projet de loi PACTE. Ensuite, et comme le rappelle l'article 24 de la constitution, le r+APQ-le d'un d+AOk-put+AOk- ne se limite pas au vote de la loi ce qui ne lui permet malheureusement pas d'assister +AOA- l'examen et au vote de l'int+AOk-gralit+AOk- des textes +AOk-tudi+AOk-s dans l'H+AOk-micycle. La diversit+AOk- du travail l+AOk-gislatif auquel s'ajoute le travail en circonscription impose de faire des choix, pas toujours +AOk-vidents d'ailleurs, sans que cela ne constitue de la n+AOk-gligence ou de l'indiff+AOk-rence +AOA- l'endroit d'un texte... a fortiori lorsqu'il traite d'une probl+AOk-matique aussi fondamentale que le glyphosate qui me pr+AOk-occupe tant en qualit+AOk- d'+AOk-lue, que de citoyenne ou de m+AOg-re. C'est ainsi que j'intervenais au moment du vote en seconde lecture dans le cadre d'un d+AOk-bat de lutte contre la radicalisation en circonscription.+ACIAIg-+ACI-,omc+AF8-pa719668,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719668.jpg,La R+AOk-publique en marche,,,LREM,,H+AOk-rault,1+AOg-re,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Patrick Hetzel,Pas de r+AOk-ponse.,omc+AF8-pa608416,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/608416.jpg,Les R+AOk-publicains,,,LR,,Bas+AC0-Rhin,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Patrick Mignola,+ACI-+ACIAIg-Le vote s'+AOk-tait tenu un lundi soir, apr+AOg-s 1h40 du matin. Impr+AOk-visible.+ACIAIg-+ACI-,omc+AF8-pa721418,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721418.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Savoie,4e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Patrick Vignal,Pas de r+AOk-ponse.,omc+AF8-pa606639,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/606639.jpg,La R+AOk-publique en marche,,,LREM,,H+AOk-rault,9e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Paul Christophe,Pas de r+AOk-ponse.,omc+AF8-pa642868,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/642868.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,14e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Paul Molac,+ACI-+ACIAIg-Je pensais qu'+AOk-tant donn+AOk- qu'il s'agissait d'une promesse pr+AOk-sidentielle, cela serait pass+AOk- comme une lettre +AOA- la poste. Donc, je ne me suis pas m+AOk-fi+AOk-. En effet, je n'ai pas re+AOc-u d'alerte pour me dire que le gouvernement serait contre. Je pense que les autres signataires de ces amendements devaient aussi penser que cela ne poserait pas de probl+AOg-me.+ACIAIg-+ACI-,omc+AF8-pa607619,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/607619.jpg,Libert+AOk-s et Territoires,,,LREM,,Morbihan,4e,,SIGNATAIRE,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Paul+AC0-Andr+AOk- Colombani,+ACI-+ACIAIg-Lors de l'examen du projet de loi EGalim, je ne faisais pas encore partie du groupe parlementaire Libert+AOk-s et territoires (LT), j'+AOk-tais d+AOk-put+AOk- non+AC0-inscrit. Or un 'temps l+AOk-gislatif programm+AOk-' avait +AOk-t+AOk- d+AOk-cid+AOk- sur ce texte par la conf+AOk-rence des pr+AOk-sidents de l'Assembl+AOk-e nationale, ce qui veut dire que des quotas d'heure +AOk-taient allou+AOk-s pour chaque groupe pour parler sur le texte, jusqu'+AOA- expiration du quota : les 18 d+AOk-put+AOk-s non+AC0-inscrits avaient seulement 1 heure de temps de parole +AOA- eux tous sur ce texte, donc environ 3 minutes par personne si chacun se r+AOk-partit +AOk-quitablement le temps et en laisse +AOA- son autre coll+AOg-gue non+AC0-inscrit. Je savais donc que tr+AOg-s peu de temps apr+AOg-s la fin de la discussion g+AOk-n+AOk-rale le temps de parole +AOA- la disposition des non+AC0-inscrits serait +AOk-coul+AOk- et que toute demande de prise de parole me serait refus+AOk-e, m+AOo-me pour d+AOk-fendre mes amendements. J'ai donc d+AOk-cid+AOk- de me rendre plus utile en rencontrant des +AOk-lus de ma circonscription.+ACIAIg-+ACI-,omc+AF8-pa719286,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719286.jpg,Libert+AOk-s et Territoires,,,NI,R+AOk-gions et peuples solidaires,Corse+AC0-du+AC0-Sud,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Paula Forteza,Pas de r+AOk-ponse.,omc+AF8-pa721142,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721142.jpg,La R+AOk-publique en marche,,,LREM,,Fran+AOc-ais +AOk-tablis hors de France,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Perrine Goulet,Pas de r+AOk-ponse.,omc+AF8-pa720560,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720560.jpg,La R+AOk-publique en marche,,,LREM,,Ni+AOg-vre,1+AOg-re,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
M.,Philippe Berta,+ACI-+ACIAIg-Le vote a eu lieu dans la nuit d'un lundi +AOA- mardi et rien ne pr+AOk-sageait que ce vote ait lieu ce jour+AC0-l+AOA-, +AOA- cette heure. Mon d+AOk-part de ma lointaine province pour regagner Paris +AOk-tait programm+AOk- +AOA- 5h30 du matin. Cela conforte l'urgence d'une modification des conditions de travail dans notre Assembl+AOk-e, comme demand+AOk- par mon groupe politique.+ACIAIg-+ACI-,omc+AF8-pa719488,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719488.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Gard,6e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Philippe Bolo,Pas de r+AOk-ponse.,omc+AF8-pa720162,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720162.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Maine+AC0-et+AC0-Loire,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Philippe Chalumeau,Pas de r+AOk-ponse.,omc+AF8-pa719790,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719790.jpg,La R+AOk-publique en marche,,,LREM,,Indre+AC0-et+AC0-Loire,1+AOg-re,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Philippe Chassaing,Pas de r+AOk-ponse.,omc+AF8-pa719250,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719250.jpg,La R+AOk-publique en marche,,,LREM,,Dordogne,1+AOg-re,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pas de r+AOk-ponse
M.,Philippe Dunoyer,Pas de r+AOk-ponse.,omc+AF8-pa721094,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721094.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nouvelle+AC0-Cal+AOk-donie,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Philippe Folliot,+ACI-+ACIAIg-Il n'+AOk-tait pas pr+AOk-sent lors des deux votes car pris par ses fonctions de pr+AOk-sident de la d+AOk-l+AOk-gation fran+AOc-aise +AOA- l'Assembl+AOk-e parlementaire de l'OTAN (d+AOk-placement et r+AOk-union importante)+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa267673,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267673.jpg,La R+AOk-publique en marche,,,LREM,,Tarn,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Philippe Gom+AOg-s,Pas de r+AOk-ponse.,omc+AF8-pa610775,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/610775.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nouvelle+AC0-Cal+AOk-donie,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Philippe Gosselin,Pas de r+AOk-ponse.,omc+AF8-pa266797,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/266797.jpg,Les R+AOk-publicains,,,LR,,Manche,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Philippe Hupp+AOk-,Pas de r+AOk-ponse.,omc+AF8-pa719700,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719700.jpg,La R+AOk-publique en marche,,,LREM,,H+AOk-rault,5e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
M.,Philippe Latombe,+ACI-+ACIAIg-Le 28 mai, j'+AOk-tais +AOA- la communaut+AOk- de communes du Pays des Achards avec Madame la ministre Jacqueline Gourault. Le 14 septembre, je recevais Marc Fesneau en Vend+AOk-e et ne pouvais donc me trouver dans l'H+AOk-micycle.+ACIAIg-+ACI-,omc+AF8-pa721984,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721984.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Vend+AOk-e,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Philippe Michel+AC0-Kleisbauer,+ACI-+ACIAIg-Le 28 mai, monsieur le d+AOk-put+AOk- +AOk-tait +AOA- Varsovie pour la session de printemps de l Assembl+AOk-e parlementaire de l OTAN, dont il est membre. Le 14 septembre, monsieur le d+AOk-put+AOk- +AOk-tait en circonscription, il animait comme toutes les deux semaines, une consultation citoyenne+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa721734,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721734.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Var,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Philippe Vigier,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa331582,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/331582.jpg,Libert+AOk-s et Territoires,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Eure+AC0-et+AC0-Loir,4e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
M.,Pierre Cabar+AOk-,Pas de r+AOk-ponse.,omc+AF8-pa719496,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719496.jpg,La R+AOk-publique en marche,,,LREM,,Haute+AC0-Garonne,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Pierre Cordier,Pas de r+AOk-ponse.,omc+AF8-pa718850,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718850.jpg,Les R+AOk-publicains,,,LR,Apparent+AOk- au,Ardennes,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Pierre Dharr+AOk-ville,+ACI-+ACIAIg-Au moment de l'examen en s+AOk-ance du projet de loi agriculture et alimentation, j'+AOk-tais toute la semaine jusqu'+AOA- des heures tardives en d+AOk-bat parlementaire au sein de la commission des affaires sociales, dont je suis membre, sur le projet de loi +ACIAIg-pour la libert+AOk- de choisir son avenir professionnel+ACIAIg-, qui comporte nombre de dispositions extr+AOo-mement pr+AOk-occupantes. Ce travail s'est achev+AOk- +AOA- 2 heures du matin le vendredi. Je suis intervenu la m+AOo-me semaine sur l'assurance+AC0-ch+APQ-mage, sur la formation professionnelle, sur l'apprentissage, sur le handicap mais aussi sur la loi littoral, menac+AOk-e par le projet de loi ELAN. C'est un travail de longue haleine qui n+AOk-cessite en amont le recueil de nombreuses informations, de rencontres et d'+AOk-changes avec divers acteurs et actrices concern+AOk-s pour se constituer force de proposition.+ACIAIg-+ACI-,omc+AF8-pa718926,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718926.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Bouches+AC0-du+AC0-Rh+APQ-ne,13e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Contre
M.,Pierre Henriet,Pas de r+AOk-ponse.,omc+AF8-pa722070,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722070.jpg,La R+AOk-publique en marche,,,LREM,,Vend+AOk-e,5e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pas de r+AOk-ponse
M.,Pierre Morel+AC0AwAAt-L'Huissier,Pas de r+AOk-ponse.,omc+AF8-pa266788,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/266788.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Loz+AOg-re,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Pierre Person,Pas de r+AOk-ponse.,omc+AF8-pa721568,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721568.jpg,La R+AOk-publique en marche,,,LREM,,Paris,6e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Pierre Vatin,+ACI-+ACIAIg-J'+AOk-tais absent du fait de l'heure tardive et d'autres obligations dans ma circonscription.+ACIAIg-+ACI-,omc+AF8-pa720586,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720586.jpg,Les R+AOk-publicains,,,LR,,Oise,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Pierre+AC0-Alain Raphan,Pas de r+AOk-ponse.,omc+AF8-pa721888,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721888.jpg,La R+AOk-publique en marche,,,LREM,,Essonne,10e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Pierre+AC0-Henri Dumont,Pas de r+AOk-ponse.,omc+AF8-pa720684,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720684.jpg,Les R+AOk-publicains,,,LR,,Pas+AC0-de+AC0-Calais,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Pierre+AC0-Yves Bournazel,+ACI-+ACIAIg-Concernant l'examen en premi+AOg-re lecture, le vote de cet amendement a eu lieu entre 1h40 et 2 heures du matin, alors que l'organisation de la s+AOk-ance pr+AOk-voyait une interruption +AOA- 1 heure du matin. Cette modification au dernier moment de l'agenda parlementaire ne m'a malheureusement pas permis d'+AOo-tre pr+AOk-sent pour le vote de cet amendement en s+AOk-ance publique. Comme beaucoup je pensais que ce vote n'aurait pas lieu +AOA- ce moment puisque ce n'+AOk-tait pas pr+AOk-vu.+ACIAIg-+ACI-,omc+AF8-pa722030,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722030.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Paris,18e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Pieyre+AC0-Alexandre Anglade,Pas de r+AOk-ponse.,omc+AF8-pa721158,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721158.jpg,La R+AOk-publique en marche,,,LREM,,Fran+AOc-ais +AOk-tablis hors de France,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Ramlati Ali,Pas de r+AOk-ponse.,omc+AF8-pa724827,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/724827.jpg,La R+AOk-publique en marche,,,LREM,,Mayotte,1+AOg-re,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Rapha+AOs-l Gauvain,Pas de r+AOk-ponse.,omc+AF8-pa721364,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721364.jpg,La R+AOk-publique en marche,,,LREM,,Sa+APQ-ne+AC0-et+AC0-Loire,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Rapha+AOs-l G+AOk-rard,Pas de r+AOk-ponse.,omc+AF8-pa719108,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719108.jpg,La R+AOk-publique en marche,,,LREM,,Charente+AC0-Maritime,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Rapha+AOs-l Schellenberger,Pas de r+AOk-ponse.,omc+AF8-pa721314,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721314.jpg,Les R+AOk-publicains,,,LR,,Haut+AC0-Rhin,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,R+AOk-gis Juanico,+ACI-+ACIAIg-L'amendement devait +AOo-tre discut+AOk- le lendemain.+ACIAIg-+ACI-,omc+AF8-pa332614,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/332614.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Loire,1+AOg-re,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,R+AOk-mi Delatte,Pas de r+AOk-ponse.,omc+AF8-pa267450,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267450.jpg,Les R+AOk-publicains,,,LR,,C+APQ-te+AC0-d'Or,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,R+AOk-my Rebeyrotte,+ACI-+ACIAIg-Pour le second vote, j'+AOk-tais retenu en circonscription, mais j'aurais bien s+APs-r vot+AOk- de la m+AOo-me mani+AOg-re+ICYAIgAi-+ACI-,omc+AF8-pa722398,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722398.jpg,La R+AOk-publique en marche,,,LREM,,Sa+APQ-ne+AC0-et+AC0-Loire,3e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
M.,Richard Ferrand,Pas de r+AOk-ponse.,omc+AF8-pa606171,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/606171.jpg,La R+AOk-publique en marche,,Pr+AOk-sident,LREM,,Finist+AOg-re,6e,,,Contre,Pr+AOk-sent,Contre,Non+AC0-votant,,NON+AC0-VOTANT,Pas de r+AOk-ponse
M.,Richard Lioger,Pas de r+AOk-ponse.,omc+AF8-pa720378,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720378.jpg,La R+AOk-publique en marche,,,LREM,,Moselle,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Richard Ramos,+ACI-+ACIAIg-J'avais un imp+AOk-ratif au sein de ma circonscription ce soir+AC0-l+AOA- et ne savais pas que cette discussion allait avoir lieu tr+AOg-s tard dans la nuit. Je trouve regrettable qu'un vote d'une telle importante ait eu lieu +AOA- une heure aussi tardive.+ACIAIg-+ACI-,omc+AF8-pa720092,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720092.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Loiret,6e,,,Pour,Pr+AOk-sent,Pour,Absent(e),,,Pour
M.,Robin Reda,Pas de r+AOk-ponse.,omc+AF8-pa721678,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721678.jpg,Les R+AOk-publicains,,,LR,,Essonne,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Rodrigue Kokouendo,Pas de r+AOk-ponse.,omc+AF8-pa721644,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721644.jpg,La R+AOk-publique en marche,,,LREM,,Seine+AC0-et+AC0-Marne,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Roland Lescure,Pas de r+AOk-ponse.,omc+AF8-pa721134,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721134.jpg,La R+AOk-publique en marche,,,LREM,,Fran+AOc-ais +AOk-tablis hors de France,1+AOg-re,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Contre
M.,Romain Grau,Pas de r+AOk-ponse.,omc+AF8-pa720790,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720790.jpg,La R+AOk-publique en marche,,,LREM,,Pyr+AOk-n+AOk-es+AC0-Orientales,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Sabine Rubin,+ACI-+ACIAIg-Nous pensions que le vote sur le glyphosate tomberait le mardi, et j'+AOk-tais organis+AOk-e au regard de cette agenda pour assurer ma pr+AOk-sence en H+AOk-micycle. Mais le pr+AOk-sident De Rugy a fait le choix +AOA- 1 heure du matin de proroger la s+AOk-ance jusqu'+AOA- 2 heures, ne nous laissant pas la possibilit+AOk- de mettre en place un syst+AOg-me de procuration.+ACIAIg-+ACI-,omc+AF8-pa721226,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721226.jpg,La France insoumise,,,LFI,,Seine+AC0-Saint+AC0-Denis,9e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pour
Mme,Sabine Thillaye,Pas de r+AOk-ponse.,omc+AF8-pa719822,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719822.jpg,La R+AOk-publique en marche,,,LREM,,Indre+AC0-et+AC0-Loire,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Sacha Houli+AOk-,Pas de r+AOk-ponse.,omc+AF8-pa722150,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722150.jpg,La R+AOk-publique en marche,,,LREM,,Vienne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Sa+AO8-d Ahamada,Pas de r+AOk-ponse.,omc+AF8-pa718954,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718954.jpg,La R+AOk-publique en marche,,,LREM,,Bouches+AC0-du+AC0-Rh+APQ-ne,7e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Samantha Cazebonne,Pas de r+AOk-ponse.,omc+AF8-pa721166,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721166.jpg,La R+AOk-publique en marche,,,LREM,,Fran+AOc-ais +AOk-tablis hors de France,5e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Sandra Marsaud,Pas de r+AOk-ponse.,omc+AF8-pa719080,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719080.jpg,La R+AOk-publique en marche,,,LREM,,Charente,2e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Sandrine Josso,Pas de r+AOk-ponse.,omc+AF8-pa720038,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720038.jpg,La R+AOk-publique en marche,,,LREM,,Loire+AC0-Atlantique,7e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Sandrine Le Feur,Pas de r+AOk-ponse.,omc+AF8-pa719412,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719412.jpg,La R+AOk-publique en marche,,,LREM,,Finist+AOg-re,4e,SIGNATAIRE,SIGNATAIRE,Pour,Pr+AOk-sent,Pour,Abstention,PRESENT,ABSTENTION,Pas de r+AOk-ponse
Mme,Sandrine M+APY-rch,Pas de r+AOk-ponse.,omc+AF8-pa719456,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719456.jpg,La R+AOk-publique en marche,,,LREM,,Haute+AC0-Garonne,9e,SIGNATAIRE,,Pour,Pr+AOk-sent,Pour,Absent(e),,,Pas de r+AOk-ponse
Mme,Sarah El Ha+AO8-ry,+ACI-+ACIAIg-Le texte est majoritairement suivi par les commissaires des affaires +AOk-conomiques et du d+AOk-veloppement durable. Ayant +AOk-t+AOk- tr+AOg-s pr+AOk-sente en premi+AOg-re lecture (ce qui me permet d'assumer mes votes) et ce texte ne relevant pas prioritairement de ma commission,  j'ai privil+AOk-gi+AOk- ce vendredi pour des rendez+AC0-vous en circonscription et des temps de briefing avec mon +AOk-quipe. De m+AOk-moire, le lendemain matin, je devais +AOo-tre de bonne heure sur des manifestations locales.+ACIAIg-+ACI-,omc+AF8-pa720002,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720002.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Loire+AC0-Atlantique,5e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
