title,deputes,raisons,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,mai,premier+AF8-scrutin+AF8-presence,premier+AF8-scrutin+AF8-vote,septembre,deuxieme+AF8-scrutin+AF8-presence,deuxieme+AF8-scrutin+AF8-vote,envoye+AF8-special
Mme,Delphine O,Pas de r+AOk-ponse.,omc+AF8-pa721956,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721956.jpg,La R+AOk-publique en marche,,,LREM,,Paris,16e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Denis Mass+AOk-glia,Pas de r+AOk-ponse.,omc+AF8-pa720146,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720146.jpg,La R+AOk-publique en marche,,,LREM,,Maine+AC0-et+AC0-Loire,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Denis Sommer,Pas de r+AOk-ponse.,omc+AF8-pa719420,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719420.jpg,La R+AOk-publique en marche,,,LREM,,Doubs,3e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Didier Baich+AOg-re,Pas de r+AOk-ponse.,omc+AF8-pa721776,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721776.jpg,La R+AOk-publique en marche,,,LREM,,Yvelines,1+AOg-re,SIGNATAIRE,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Didier Le Gac,Pas de r+AOk-ponse.,omc+AF8-pa719404,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719404.jpg,La R+AOk-publique en marche,,,LREM,,Finist+AOg-re,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Didier Martin,+ACI-+ACIAIg-Il ne savait pas avec pr+AOk-cision quand l'amendement allait passer : il est en effet difficile de pr+AOk-voir quand un amendement va passer en H+AOk-micycle et d'estimer la vitesse d'avanc+AOk-e des d+AOk-bats. Il +AOk-tait dans l'obligation de rentrer en circonscription ce soir+AC0-l+AOA- afin de participer +AOA- une r+AOk-union de pr+AOk-paration d'un +AOk-v+AOk-nement qu'il organisait le samedi+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa719154,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719154.jpg,La R+AOk-publique en marche,,,LREM,,C+APQ-te+AC0-d'Or,1+AOg-re,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Didier Paris,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa719202,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719202.jpg,La R+AOk-publique en marche,,,LREM,,C+APQ-te+AC0-d'Or,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Didier Quentin,Pas de r+AOk-ponse.,omc+AF8-pa2492,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/2492.jpg,Les R+AOk-publicains,,,LR,,Charente+AC0-Maritime,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Dimitri Houbron,Pas de r+AOk-ponse.,omc+AF8-pa720454,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720454.jpg,La R+AOk-publique en marche,,,LREM,,Nord,17e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Dino Cinieri,Pas de r+AOk-ponse.,omc+AF8-pa267429,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267429.jpg,Les R+AOk-publicains,,,LR,,Loire,4e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
M.,Dominique Da Silva,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa720932,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720932.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-d'Oise,7e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Dominique David,Pas de r+AOk-ponse.,omc+AF8-pa719710,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719710.jpg,La R+AOk-publique en marche,,,LREM,,Gironde,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Dominique Potier,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa607553,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/607553.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,Meurthe+AC0-et+AC0-Moselle,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,+AMk-lisabeth Toutut+AC0-Picard,+ACI-+ACIAIg-Epuis+AOk-e apr+AOg-s une semaine de d+AOk-bat, j'ai quitt+AOk- l'H+AOk-micycle vers 3 ou 4 heures le samedi matin, malheureusement avant l'examen de cet amendement.+ACIAIg-+ACI-,omc+AF8-pa719540,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719540.jpg,La R+AOk-publique en marche,,,LREM,,Haute+AC0-Garonne,7e,,SIGNATAIRE,Pour,Pr+AOk-sent,Pour,Absent(e),,,Pour
Mme,+AMk-lise Fajgeles,+ACI-+ACIAIg-Je n'+AOk-tais pas de permanence et ce n'+AOk-tait pas un texte port+AOk- par ma commission. Nous n'assurons les s+AOk-ances de nuit que lorsque nous sommes de permanence ou lorsqu'il s'agit de textes port+AOk-s par notre commission.+ACIAIg-+ACI-,omc+AF8-pa721564,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721564.jpg,La R+AOk-publique en marche,,,LREM,,Paris,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,+AMk-lodie Jacquier+AC0-Laforge,+ACI-Contact+AOk-e, +ACIAIg-Autres obligations professionnelles (d+AOk-placements en circonscription).+ACIAIg-+ACI-,omc+AF8-pa719874,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719874.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Is+AOg-re,9e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Elsa Faucillon,+ACI-+ACIAIg-Pour le premier scrutin comme pour le deuxi+AOg-me, il n'+AOk-tait pas possible pour nous de savoir pr+AOk-cis+AOk-ment +AOA- l'avance quand l'amendement sur le glyphosate arriverait en discussion. Etant donn+AOk- que les deux ont eu lieu en pleine nuit, et que nous nous relayons avec mes coll+AOg-gues du groupe communiste pour les s+AOk-ances de nuit (nous ne sommes que 16, dont 5 ultra+AC0-marins plus rarement pr+AOk-sents), je n'avais pas pr+AOk-vu de si+AOk-ger cette nuit+AC0-l+AOA- : c'est pourquoi je n'ai pas particip+AOk- au vote.+ACIAIg-+ACI-,omc+AF8-pa721896,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721896.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Hauts+AC0-de+AC0-Seine,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,+AMk-milie Bonnivard,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa721410,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721410.jpg,Les R+AOk-publicains,,,LR,,Savoie,3e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,+AMk-milie Cariou,Pas de r+AOk-ponse.,omc+AF8-pa720298,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720298.jpg,La R+AOk-publique en marche,,,LREM,,Meuse,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,+AMk-milie Chalas,Pas de r+AOk-ponse.,omc+AF8-pa719748,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719748.jpg,La R+AOk-publique en marche,,,LREM,,Is+AOg-re,3e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,+AMk-milie Guerel,Pas de r+AOk-ponse.,omc+AF8-pa721792,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721792.jpg,La R+AOk-publique en marche,,,LREM,,Var,7e,,SIGNATAIRE,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Emmanuel Maquet,Pas de r+AOk-ponse.,omc+AF8-pa346054,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/346054.jpg,Les R+AOk-publicains,,,LR,,Somme,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Emmanuelle Anthoine,Pas de r+AOk-ponse.,omc+AF8-pa719318,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719318.jpg,Les R+AOk-publicains,,,LR,,Dr+APQ-me,4e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Pas de r+AOk-ponse
Mme,Emmanuelle Fontaine+AC0-Domeizel,+ACI-+ACIAIg-Je n'+AOk-tais pas dans l'H+AOk-micycle, car, comme c'est g+AOk-n+AOk-ralement le cas pour les parlementaires dont le texte d+AOk-battu n'est pas celui de la commission o+APk- ils si+AOg-gent, j'+AOk-tais pris ailleurs par d'autres obligations li+AOk-es +AOA- mon mandat.+ACIAIg-+ACI-,omc+AF8-pa718706,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718706.jpg,La R+AOk-publique en marche,,,LREM,,Alpes+AC0-de+AC0-Haute+AC0-Provence,2e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Emmanuelle M+AOk-nard,+ACI-+ACIAIg-Je n'+AOk-tais pas l+AOA- lors du premier vote car le texte EGalim +AOk-tait examin+AOk- dans le cadre du temps l+AOk-gislatif programm+AOk-, ce qui signifie un temps de parole extr+AOo-mement contraint pour les d+AOk-put+AOk-s non+AC0-inscrits. Je ne suis pas rest+AOk-e dans l'H+AOk-micycle car je n'avais plus de temps de parole pour d+AOk-fendre mes amendements (il restait 16 secondes de temps de parole en d+AOk-but de cette fameuse s+AOk-ance, tr+AOg-s vite +AOk-puis+AOk-).+ACIAIg-+ACI-,omc+AF8-pa719608,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719608.jpg,Non inscrit,,,NI,RN,H+AOk-rault,6e,,,Absent(e),Absent(e),,Abstention,PRESENT,ABSTENTION,Abstention
M.,+AMk-ric Alauzet,+ACI-+ACIAIg-L'absence du d+AOk-put+AOk- lors du premier vote est due +AOA- la survenance de celui+AC0-ci tard dans la nuit, +AOA- un horaire auquel la s+AOk-ance est normalement termin+AOk-e, alors que des engagements +AOk-taient pris en circonscription+ACIAIg-, justifie l'entourage du d+AOk-put+AOk-.+ACI-,omc+AF8-pa605963,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/605963.jpg,La R+AOk-publique en marche,,,LREM,,Doubs,2e,,SIGNATAIRE,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,+AMk-ric Bothorel,+ACI-+ACIAIg-Pour le 28 mai, je ne savais pas que l'amendement passerait cette nuit+AC0-l+AOA-. J'+AOk-tais en s+AOk-ance jusqu'+AOA- 00h45 et il +AOk-tait anticip+AOk- que l'amendement passerait le lendemain. Pour le 14 septembre, j'avais d'autres obligations li+AOk-es au mandat de d+AOk-put+AOk-.+ACIAIg-+ACI-,omc+AF8-pa642695,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/642695.jpg,La R+AOk-publique en marche,,,LREM,,C+APQ-tes+AC0-d'Armor,5e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,+AMk-ric Ciotti,Pas de r+AOk-ponse.,omc+AF8-pa330240,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/330240.jpg,Les R+AOk-publicains,,,LR,,Alpes+AC0-Maritimes,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,+AMk-ric Coquerel,+ACI-+ACIAIg-Nous n'avions en effet pas pr+AOk-vu un prolongement de s+AOk-ance jusqu'+AOA- 2 heures du matin, d+AOk-cid+AOk- vers 1 heure du matin par M. De Rugy. Nous ne sommes un groupe constitu+AOk- que de 17 parlementaires : il +AOk-tait tr+AOg-s difficile humainement de tenir le calendrier infernal impos+AOk- par la majorit+AOk- +AOA- ce moment avec beaucoup de parlementaires du groupe pr+AOk-sents +AOA- cette heure.+ACIAIg-+ACI-,omc+AF8-pa721202,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721202.jpg,La France insoumise,,,LFI,,Seine+AC0-Saint+AC0-Denis,1+AOg-re,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,+AMk-ric Diard,+ACI-+ACIAIg-Pour mon absence en premi+AOg-re lecture, le vote s'est d+AOk-roul+AOk- en catimini +AOA- 2 heures du matin, alors que la s+AOk-ance finit normalement +AOA- 1 heure.+ACIAIg-+ACI-,omc+AF8-pa267440,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267440.jpg,Les R+AOk-publicains,,,LR,,Bouches+AC0-du+AC0-Rh+APQ-ne,12e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,+AMk-ric Girardin,+ACI-+ACIAIg-Pr+AOk-sent lors de la s+AOk-ance de nuit, en premi+AOg-re lecture, je ne pouvais +AOo-tre pr+AOk-sent lors du second vote car j'examinais les articles du projet de loi relatif +AOA- la croissance et la transformation des entreprises (loi PACTE) dont je suis l'un des ambassadeurs.+ACIAIg-+ACI-,omc+AF8-pa720222,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720222.jpg,La R+AOk-publique en marche,,,LREM,,Marne,3e,,,Contre,Pr+AOk-sent,Contre,Absent(e),,,Contre
M.,+AMk-ric Pauget,Pas de r+AOk-ponse.,omc+AF8-pa718784,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718784.jpg,Les R+AOk-publicains,,,LR,,Alpes+AC0-Maritimes,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,+AMk-ric Poulliat,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa719600,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719600.jpg,La R+AOk-publique en marche,,,LREM,,Gironde,6e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,+AMk-ric Straumann,+ACI-+ACIAIg-Le 28 mai, des gr+AOg-ves SNCF +AOk-taient programm+AOk-es, j'avais donc pris des engagements dans ma circonscription. Le 14 septembre, j'+AOk-tais en d+AOk-placement +AOA- l'+AOk-tranger dans le cadre de mon activit+AOk- parlementaire.+ACIAIg-+ACI-,omc+AF8-pa334654,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/334654.jpg,Les R+AOk-publicains,,,LR,,Haut+AC0-Rhin,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,+AMk-ric Woerth,Pas de r+AOk-ponse.,omc+AF8-pa2960,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/2960.jpg,Les R+AOk-publicains,,,LR,,Oise,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Ericka Bareigts,+ACI-+ACIAIg-Madame Bareigts avait en effet des obligations en tant qu'+AOk-lue +AOA- La R+AOk-union ces lundi 28 mai et vendredi 14 septembre+ACIAIg-, justifie l'entourage de la d+AOk-put+AOk-e.+ACI-,omc+AF8-pa610681,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/610681.jpg,Socialistes et apparent+AOk-s,,,NOUVELLE GAUCHE,,R+AOk-union,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Erwan Balanant,+ACI-+ACIAIg-Si j'+AOk-tais absent +AOA- ce vote, c'est parce qu'il a eu lieu +AOA- 1h45 du matin et qu'il ne devait pas avoir lieu +AOA- cette heure. Nous faisons des s+AOk-ances de nuit tous les soirs. La pratique est que si l'examen du texte continue le lendemain, la s+AOk-ance s'arr+AOo-te +AOA- 1 heure. Pour d'obscures raisons, que j'ai fortement critiqu+AOk-es, la s+AOk-ance a +AOk-t+AOk- prolong+AOk-e. Et nous sommes nombreux +AOA- n'avoir pu +AOo-tre l+AOA-.+ACIAIg-+ACI-,omc+AF8-pa719558,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719558.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Finist+AOg-re,8e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Fabien Di Filippo,Pas de r+AOk-ponse.,omc+AF8-pa720386,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720386.jpg,Les R+AOk-publicains,,,LR,,Moselle,4e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fabien Gouttefarde,+ACI-+ACIAIg-Effectivement, j'+AOk-tais absent lors du vote de cet amendement dans l'H+AOk-micycle car j'+AOk-tais en d+AOk-placement au Y+AOk-men avec des coll+AOg-gues parlementaires dans le cadre de ma pr+AOk-sidence du groupe d'amiti+AOk- France+AC0-Y+AOk-men. Vous n'+AOo-tes pas sans savoir qu'il y a une guerre qui dure dans ce pays. Et pour le second vote, j'+AOk-tais en Guyane car je participais +AOA- un stage d'immersion avec la gendarmerie guyanaise durant une semaine.+ACIAIg-+ACI-,omc+AF8-pa719330,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719330.jpg,La R+AOk-publique en marche,,,LREM,,Eure,2e,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Fabien Lain+AOk-,+ACI-+ACIAIg-Le 14 septembre, j'+AOk-tais dans ma circonscription, notamment pour rencontrer la CAPEB +AFs-Conf+AOk-d+AOk-ration de l'artisanat et des petites entreprises du b+AOI-timent+AF0- sur les probl+AOk-matiques de construction sur lesquelles j'ai travaill+AOk- dans le cadre de la loi ELAN, +AOk-tant moi+AC0-m+AOo-me un professionnel issu de ce secteur. Le 28 mai, j'+AOk-tais +AOk-galement en circonscription comme la plupart des lundis.+ACIAIg-+ACI-,omc+AF8-pa719918,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719918.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Landes,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Contre
M.,Fabien Matras,Pas de r+AOk-ponse.,omc+AF8-pa721800,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/721800.jpg,La R+AOk-publique en marche,,,LREM,,Var,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fabien Roussel,Ne souhaite pas r+AOk-pondre.,omc+AF8-pa720692,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720692.jpg,Gauche d+AOk-mocrate et r+AOk-publicaine,,,PCF,,Nord,20e,,,Absent(e),Absent(e),,Absent(e),,,Pour
Mme,Fabienne Colboc,Pas de r+AOk-ponse.,omc+AF8-pa719814,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719814.jpg,La R+AOk-publique en marche,,,LREM,,Indre+AC0-et+AC0-Loire,4e,,,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Fabrice Brun,Pas de r+AOk-ponse.,omc+AF8-pa718838,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/718838.jpg,Les R+AOk-publicains,,,LR,,Ard+AOg-che,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fabrice Le Vigoureux,Pas de r+AOk-ponse.,omc+AF8-pa719006,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719006.jpg,La R+AOk-publique en marche,,,LREM,,Calvados,1+AOg-re,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Fadila Khattabi,+ACI-+ACIAIg-Pour ce qui est du 28 mai dernier, Madame Khattabi n'a pu +AOo-tre pr+AOk-sente dans l'H+AOk-micycle car elle avait pris des engagements dans sa circonscription+ACIAIg-, justifie l'entourage de la d+AOk-put+AOk-e.+ACI-,omc+AF8-pa719186,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719186.jpg,La R+AOk-publique en marche,,,LREM,,C+APQ-te+AC0-d'Or,3e,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
Mme,Fannette Charvier,Pas de r+AOk-ponse.,omc+AF8-pa719170,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719170.jpg,La R+AOk-publique en marche,,,LREM,,Doubs,1+AOg-re,SIGNATAIRE,SIGNATAIRE,Pour,Pr+AOk-sent,Pour,Absent(e),,,Pas de r+AOk-ponse
Mme,Fiona Lazaar,Pas de r+AOk-ponse.,omc+AF8-pa720916,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720916.jpg,La R+AOk-publique en marche,,,LREM,,Val+AC0-d'Oise,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Florence Granjus,+ACI-+ACIAIg-J'+AOk-tais absente dans l'H+AOk-micycle lors du vote le 28 mai et le 14 septembre pour des raisons personnelles.+ACIAIg-+ACI-,omc+AF8-pa722062,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722062.jpg,La R+AOk-publique en marche,,,LREM,,Yvelines,12e,,,Absent(e),Absent(e),,Absent(e),,,Contre
Mme,Florence Lasserre+AC0-David,Pas de r+AOk-ponse.,omc+AF8-pa720764,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/720764.jpg,Mouvement D+AOk-mocrate et apparent+AOk-s,,,MODEM,,Pyr+AOk-n+AOk-es+AC0-Atlantiques,5e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
Mme,Florence Provendier,Pas de r+AOk-ponse.,omc+AF8-pa722194,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722194.jpg,La R+AOk-publique en marche,Gabriel Attal,,LREM,,Hauts+AC0-de+AC0-Seine,10e,SIGNATAIRE,SIGNATAIRE,Absent(e),Absent(e),,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Florent Boudi+AOk-,+ACI-+ACIAIg-Je n'+AOk-tais pas pr+AOk-sent +AOA- Paris au moment du vote. Pour votre information, car il n'est pas exclu d'avoir une vue d'ensemble, en tant que responsable du projet de loi dit Asile et immigration dont le texte entrait au S+AOk-nat la semaine suivante apr+AOg-s son adoption par l'Assembl+AOk-e, je venais de passer 6 mois +AOA- Paris du dimanche soir au vendredi soir, quasiment chaque semaine. J'ai donc profit+AOk- de la fin de l'examen du texte par l'Assembl+AOk-e pour remettre en ordre les dossiers en circonscription.+ACIAIg-+ACI-,omc+AF8-pa606507,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/606507.jpg,La R+AOk-publique en marche,,,LREM,,Gironde,10e,,,Absent(e),Absent(e),,Absent(e),,,Pour
M.,Florian Bachelier,Pas de r+AOk-ponse.,omc+AF8-pa719770,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719770.jpg,La R+AOk-publique en marche,,,LREM,,Ille+AC0-et+AC0-Vilaine,8e,,,Contre,Pr+AOk-sent,Contre,Contre,PRESENT,CONTRE,Pas de r+AOk-ponse
M.,Francis Chouat,Pas de r+AOk-ponse.,omc+AF8-pa760658,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/760658.jpg,La R+AOk-publique en marche,Manuel Valls,,LREM,Apparent+AOk- au,Essonne,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Francis Vercamer,Pas de r+AOk-ponse.,omc+AF8-pa267585,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/267585.jpg,+ACI-UDI, Agir et Ind+AOk-pendants+ACI-,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Nord,7e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Franck Marlin,Pas de r+AOk-ponse.,omc+AF8-pa2086,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/2086.jpg,Les R+AOk-publicains,,,LR,,Essonne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fran+AOc-ois Andr+AOk-,Pas de r+AOk-ponse.,omc+AF8-pa606675,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/606675.jpg,La R+AOk-publique en marche,,,LREM,Apparent+AOk- au,Ille+AC0-et+AC0-Vilaine,3e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fran+AOc-ois Cormier+AC0-Bouligeon,Pas de r+AOk-ponse.,omc+AF8-pa719118,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719118.jpg,La R+AOk-publique en marche,,,LREM,,Cher,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fran+AOc-ois Cornut+AC0-Gentille,Pas de r+AOk-ponse.,omc+AF8-pa923,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/923.jpg,Les R+AOk-publicains,,,LR,,Haute+AC0-Marne,2e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fran+AOc-ois Jolivet,Pas de r+AOk-ponse.,omc+AF8-pa719778,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/719778.jpg,La R+AOk-publique en marche,,,LREM,,Indre,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fran+AOc-ois Pupponi,Pas de r+AOk-ponse.,omc+AF8-pa405480,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/405480.jpg,Libert+AOk-s et Territoires,,,NOUVELLE GAUCHE,,Val+AC0-d'Oise,8e,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fran+AOc-ois Ruffin,+ACI-+ACIAIg-Apr+AOg-s dix jours de d+AOk-bats en H+AOk-micycle, de 9 heures le matin jusqu'+AOA- parfois tard dans la nuit, il +AOk-tait effectivement pr+AOk-vu que l'amendement ne passe pas cette nuit+AC0-l+AOA- mais le lendemain matin.+ACIAIg-+ACI-,omc+AF8-pa722142,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/722142.jpg,La France insoumise,,,LFI,,Somme,1+AOg-re,,,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
M.,Fran+AOc-ois+AC0-Michel Lambert,+ACI-+ACIAIg-Signataire de l'amendement pour l'interdiction, je fus malheureusement malade ce soir+AC0-l+AOA-, j'ai ensuite red+AOk-pos+AOk- le 15 septembre un amendement pour l'interdiction du glyphosate.+ACIAIg-+ACI-,omc+AF8-pa605518,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/605518.jpg,Libert+AOk-s et Territoires,,,LREM,,Bouches+AC0-du+AC0-Rh+APQ-ne,10e,,SIGNATAIRE,Absent(e),Absent(e),,Pour,PRESENT,POUR,Pour
Mme,Fran+AOc-oise Dumas,Pas de r+AOk-ponse.,omc+AF8-pa606202,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/606202.jpg,La R+AOk-publique en marche,,,LREM,,Gard,1+AOg-re,,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
M.,Fr+AOk-d+AOk-ric Barbier,Pas de r+AOk-ponse.,omc+AF8-pa642724,http://www2.assemblee+AC0-nationale.fr/static/tribun/15/photos/642724.jpg,La R+AOk-publique en marche,,,LREM,,Doubs,4e,SIGNATAIRE,,Absent(e),Absent(e),,Absent(e),,,Pas de r+AOk-ponse
