title,deputes,id,photo,groupe,ministre,fonction,partis,detail,dep,circo,tribune,amendement,premier_scrutin_presence,premier_scrutin_vote,deuxieme_scrutin_presence,deuxieme_scrutin_vote,envoye_special
M.,Moetai Brotherson,omc_pa721118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721118.jpg,Gauche démocrate et républicaine,,,PCF,,Polynésie Française,3,,,,,,,
Mme,Claire Guion-Firmin,omc_pa721126,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721126.jpg,Les Républicains,,,LR,Apparentée au,Saint-Barthélemy et Saint-Martin,1,,,,,,,
M.,Roland Lescure,omc_pa721134,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721134.jpg,La République en Marche,,,LREM,,Français établis hors de France,1,,,Présent,Contre,PRESENT,CONTRE,CONTRE
Mme,Paula Forteza,omc_pa721142,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721142.jpg,La République en Marche,,,LREM,,Français établis hors de France,2,,,,,,,
M.,Alexandre Holroyd,omc_pa721150,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721150.jpg,La République en Marche,,,LREM,,Français établis hors de France,3,,,,,,,
M.,Pieyre-Alexandre Anglade,omc_pa721158,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721158.jpg,La République en Marche,,,LREM,,Français établis hors de France,4,,,,,,,
Mme,Samantha Cazebonne,omc_pa721166,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721166.jpg,La République en Marche,,,LREM,,Français établis hors de France,5,,SIGNATAIRE,,,,,
M.,Joachim Son-Forget,omc_pa721174,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721174.jpg,La République en Marche,,,LREM,,Français établis hors de France,6,,,,,,,
M.,Frédéric Petit,omc_pa721182,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721182.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Français établis hors de France,7,,,,,,,CONTRE
Mme,Frédérique Dumas,omc_pa721194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721194.jpg,"UDI, Agir et Indépendants",,,LREM,,Hauts-de-Seine,13,SIGNATAIRE,,,,,,
M.,Éric Coquerel,omc_pa721202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721202.jpg,La France insoumise,,,LFI,,Seine-Saint-Denis,1,,,,,PRESENT,POUR,POUR
M.,Alexis Corbière,omc_pa721210,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721210.jpg,La France insoumise,,,LFI,,Seine-Saint-Denis,7,,,,,PRESENT,POUR,POUR
Mme,Sylvie Charrière,omc_pa721218,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721218.jpg,La République en Marche,,,LREM,,Seine-Saint-Denis,8,,,,,,,
Mme,Sabine Rubin,omc_pa721226,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721226.jpg,La France insoumise,,,LFI,,Seine-Saint-Denis,9,,,,,PRESENT,CONTRE,POUR
Mme,Maud Petit,omc_pa721234,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721234.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Val-de-Marne,4,,,,,PRESENT,POUR,POUR
Mme,Albane Gaillot,omc_pa721246,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721246.jpg,La République en Marche,,,LREM,,Val-de-Marne,11,,,,,PRESENT,ABSTENTION,
M.,Guillaume Vuilletet,omc_pa721262,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721262.jpg,La République en Marche,,,LREM,,Val-d'Oise,2,,,,,,,CONTRE
M.,Stéphane Peu,omc_pa721270,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721270.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Saint-Denis,2,,,,,,,
M.,Patrice Anato,omc_pa721278,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721278.jpg,La République en Marche,,,LREM,,Seine-Saint-Denis,3,SIGNATAIRE,,,,,,
M.,Alain Ramadier,omc_pa721286,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721286.jpg,Les Républicains,,,LR,,Seine-Saint-Denis,10,,,,,PRESENT,CONTRE,
M.,Guillaume Gouffier-Cha,omc_pa721296,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721296.jpg,La République en Marche,,,LREM,,Val-de-Marne,6,,SIGNATAIRE,,,,,
M.,Raphaël Schellenberger,omc_pa721314,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721314.jpg,Les Républicains,,,LR,,Haut-Rhin,4,,,,,,,
Mme,Anne Brugnera,omc_pa721328,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721328.jpg,La République en Marche,,,LREM,,Rhône,4,,,,,,,
Mme,Blandine Brocard,omc_pa721336,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721336.jpg,La République en Marche,,,LREM,,Rhône,5,,,,,,,
M.,Bruno Bonnell,omc_pa721344,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721344.jpg,La République en Marche,,,LREM,,Rhône,6,,,,,PRESENT,CONTRE,CONTRE
Mme,Danièle Cazarian,omc_pa721352,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721352.jpg,La République en Marche,,,LREM,,Rhône,13,,,,,,,
M.,Raphaël Gauvain,omc_pa721364,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721364.jpg,La République en Marche,,,LREM,,Saône-et-Loire,5,,,,,,,
M.,Damien Pichereau,omc_pa721372,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721372.jpg,La République en Marche,,,LREM,,Sarthe,1,,,,,,,
Mme,Pascale Fontenel-Personne,omc_pa721384,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721384.jpg,La République en Marche,,,LREM,,Sarthe,3,,,,,,,
Mme,Typhanie Degois,omc_pa721398,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721398.jpg,La République en Marche,,,LREM,,Savoie,1,,,,,,,
Mme,Émilie Bonnivard,omc_pa721410,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721410.jpg,Les Républicains,,,LR,,Savoie,3,,,,,,,CONTRE
M.,Patrick Mignola,omc_pa721418,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721418.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Savoie,4,,,,,,,CONTRE
Mme,Véronique Riotton,omc_pa721426,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721426.jpg,La République en Marche,,,LREM,,Haute-Savoie,1,SIGNATAIRE,SIGNATAIRE,,,,,
Mme,Frédérique Lardet,omc_pa721434,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721434.jpg,La République en Marche,,,LREM,,Haute-Savoie,2,,,,,,,CONTRE
Mme,Marion Lenne,omc_pa721450,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721450.jpg,La République en Marche,,,LREM,,Haute-Savoie,5,SIGNATAIRE,,Présent,Pour,,,
M.,Xavier Roseren,omc_pa721458,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721458.jpg,La République en Marche,,,LREM,,Haute-Savoie,6,SIGNATAIRE,,,,,,
M.,Gilles Le Gendre,omc_pa721466,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721466.jpg,La République en Marche,,,LREM,,Paris,2,,,,,,,
M.,Stéphane Viry,omc_pa721474,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721474.jpg,Les Républicains,,,LR,,Vosges,1,,,,,,,CONTRE
M.,Christophe Naegelen,omc_pa721486,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721486.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Vosges,3,,,,,,,
M.,Stanislas Guerini,omc_pa721498,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721498.jpg,La République en Marche,,,LREM,,Paris,3,,,,,PRESENT,CONTRE,
Mme,Brigitte Kuster,omc_pa721506,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721506.jpg,Les Républicains,,,LR,,Paris,4,,,,,,,CONTRE
Mme,Stéphanie Kerbarh,omc_pa721514,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721514.jpg,La République en Marche,,,LREM,,Seine-Maritime,9,,,,,,,
M.,Xavier Batut,omc_pa721522,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721522.jpg,La République en Marche,,,LREM,,Seine-Maritime,10,,,Présent,Contre,,,
Mme,Aude Luquet,omc_pa721530,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721530.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Seine-et-Marne,1,,,,,,,
Mme,Marie-Christine Verdier-Jouclas,omc_pa721542,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721542.jpg,La République en Marche,,,LREM,,Tarn,2,,,Présent,Contre,PRESENT,CONTRE,CONTRE
Mme,Élise Fajgeles,omc_pa721564,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721564.jpg,La République en Marche,,,LREM,,Paris,5,,,,,,,CONTRE
M.,Pierre Person,omc_pa721568,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721568.jpg,La République en Marche,,,LREM,,Paris,6,,,,,,,
M.,Jean Terlier,omc_pa721584,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721584.jpg,La République en Marche,,,LREM,,Tarn,3,,,,,,,
Mme,Laurianne Rossi,omc_pa721600,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721600.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,11,,SIGNATAIRE,,,,,
M.,Jean-Louis Bourlanges,omc_pa721608,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721608.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Hauts-de-Seine,12,,,,,,,POUR
M.,Pacôme Rupin,omc_pa721616,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721616.jpg,La République en Marche,,,LREM,,Paris,7,,,,,,,
Mme,Laetitia Avia,omc_pa721624,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721624.jpg,La République en Marche,,,LREM,,Paris,8,,,,,PRESENT,CONTRE,
Mme,Patricia Lemoine,omc_pa721632,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721632.jpg,"UDI, Agir et Indépendants",Franck Riester,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Seine-et-Marne,5,,,,,,,
M.,Jean-François Parigi,omc_pa721636,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721636.jpg,Les Républicains,,,LR,,Seine-et-Marne,6,,,,,,,
M.,Rodrigue Kokouendo,omc_pa721644,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721644.jpg,La République en Marche,,,LREM,,Seine-et-Marne,7,,,,,,,
Mme,Cécile Muschotti,omc_pa721656,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721656.jpg,La République en Marche,,,LREM,,Var,2,,,,,,,
Mme,Amélie de Montchalin,omc_pa721670,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721670.jpg,La République en Marche,,,LREM,,Essonne,6,,,,,PRESENT,CONTRE,
M.,Robin Reda,omc_pa721678,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721678.jpg,Les Républicains,,,LR,,Essonne,7,,,,,,,
M.,Buon Tan,omc_pa721690,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721690.jpg,La République en Marche,,,LREM,,Paris,9,,,,,,,NE VEUT PAS REPONDRE ( PAS LE TEMPS)
M.,Jean-Michel Fauvergue,omc_pa721702,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721702.jpg,La République en Marche,,,LREM,,Seine-et-Marne,8,,,,,,,
Mme,Michèle Peyron,omc_pa721710,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721710.jpg,La République en Marche,,,LREM,,Seine-et-Marne,9,,,,,,,CONTRE
Mme,Stéphanie Do,omc_pa721718,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721718.jpg,La République en Marche,,,LREM,,Seine-et-Marne,10,,,,,,,
Mme,Sereine Mauborgne,omc_pa721726,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721726.jpg,La République en Marche,,,LREM,,Var,4,SIGNATAIRE,SIGNATAIRE,Présent,Pour,,,CONTRE
M.,Philippe Michel-Kleisbauer,omc_pa721734,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721734.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Var,5,,,,,,,CONTRE
Mme,Isabelle Florennes,omc_pa721742,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721742.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Hauts-de-Seine,4,,,,,,,CONTRE
Mme,Céline Calvez,omc_pa721750,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721750.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,5,,,,,,,
Mme,Olivia Gregoire,omc_pa721764,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721764.jpg,La République en Marche,,,LREM,,Paris,12,,,,,,,
M.,Didier Baichère,omc_pa721776,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721776.jpg,La République en Marche,,,LREM,,Yvelines,1,SIGNATAIRE,,,,PRESENT,CONTRE,
Mme,Valérie Gomez-Bassac,omc_pa721784,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721784.jpg,La République en Marche,,,LREM,,Var,6,,,,,,,
Mme,Émilie Guerel,omc_pa721792,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721792.jpg,La République en Marche,,,LREM,,Var,7,,SIGNATAIRE,,,,,
M.,Fabien Matras,omc_pa721800,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721800.jpg,La République en Marche,,,LREM,,Var,8,,,,,,,
Mme,Michèle Crouzet,omc_pa721808,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721808.jpg,La République en Marche,,,LREM,,Yonne,3,,,Présent,Contre,,,
M.,Ian Boucard,omc_pa721816,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721816.jpg,Les Républicains,,,LR,,Territoire de Belfort,1,,,,,,,
M.,Hugues Renson,omc_pa721824,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721824.jpg,La République en Marche,,,LREM,,Paris,13,,,,,,,
M.,Jean-Noël Barrot,omc_pa721836,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721836.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Yvelines,2,,,,,,,CONTRE
Mme,Béatrice Piron,omc_pa721844,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721844.jpg,La République en Marche,,,LREM,,Yvelines,3,,,,,PRESENT,CONTRE,
Mme,Marie Lebec,omc_pa721852,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721852.jpg,La République en Marche,,,LREM,,Yvelines,4,,,,,PRESENT,CONTRE,
M.,Jean-François Cesarini,omc_pa721860,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721860.jpg,La République en Marche,,,LREM,,Vaucluse,1,,,,,,,CONTRE
M.,Adrien Morenas,omc_pa721876,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721876.jpg,La République en Marche,,,LREM,,Vaucluse,3,,SIGNATAIRE,,,,,
Mme,Marie Guévenoux,omc_pa721880,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721880.jpg,La République en Marche,,,LREM,,Essonne,9,,,Présent,Contre,,,
M.,Pierre-Alain Raphan,omc_pa721888,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721888.jpg,La République en Marche,,,LREM,,Essonne,10,,,,,,,
Mme,Elsa Faucillon,omc_pa721896,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721896.jpg,Gauche démocrate et républicaine,,,PCF,,Hauts-de-Seine,1,,,,,,,POUR
Mme,Yaël Braun-Pivet,omc_pa721908,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721908.jpg,La République en Marche,,,LREM,,Yvelines,5,,,,,,,
Mme,Natalia Pouzyreff,omc_pa721916,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721916.jpg,La République en Marche,,,LREM,,Yvelines,6,,,,,,,
Mme,Michèle de Vaucouleurs,omc_pa721924,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721924.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Yvelines,7,,,,,,,
Mme,Marie-France Lorho,omc_pa721932,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721932.jpg,Non inscrit,,,NI,Non déclarée,Vaucluse,4,,,,,,,ABSTENTION
M.,Jacques Marilossian,omc_pa721946,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721946.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,7,,,,,,,
Mme,Delphine O,omc_pa721956,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721956.jpg,La République en Marche,,,LREM,,Paris,16,,,,,,,
Mme,Danièle Obono,omc_pa721960,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721960.jpg,La France insoumise,,,LFI,,Paris,17,,,,,,,POUR
M.,Michel Vialay,omc_pa721968,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721968.jpg,Les Républicains,,,LR,,Yvelines,8,,,,,,,
M.,Bruno Millienne,omc_pa721976,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721976.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Yvelines,9,,,,,PRESENT,CONTRE,
M.,Philippe Latombe,omc_pa721984,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721984.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Vendée,1,,,,,,,CONTRE
Mme,Patricia Gallerneau,omc_pa721992,http://www2.assemblee-nationale.fr/static/tribun/15/photos/721992.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Vendée,2,,,,,,,POUR
M.,Stéphane Buchou,omc_pa722000,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722000.jpg,La République en Marche,,,LREM,,Vendée,3,,,,,PRESENT,CONTRE,
Mme,Martine Leguille-Balloy,omc_pa722008,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722008.jpg,La République en Marche,,,LREM,,Vendée,4,,,,,PRESENT,CONTRE,CONTRE
Mme,Laëtitia Romeiro Dias,omc_pa722022,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722022.jpg,La République en Marche,,,LREM,,Essonne,3,,,,,,,
M.,Pierre-Yves Bournazel,omc_pa722030,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722030.jpg,"UDI, Agir et Indépendants",,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,Paris,18,,,,,PRESENT,POUR,POUR
M.,Damien Adam,omc_pa722038,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722038.jpg,La République en Marche,,,LREM,,Seine-Maritime,1,,,,,,,
Mme,Aurore Bergé,omc_pa722046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722046.jpg,La République en Marche,,,LREM,,Yvelines,10,,,,,,,CONTRE
Mme,Nadia Hai,omc_pa722054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722054.jpg,La République en Marche,,,LREM,,Yvelines,11,,,,,,,
Mme,Florence Granjus,omc_pa722062,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722062.jpg,La République en Marche,,,LREM,,Yvelines,12,,,,,,,CONTRE
M.,Pierre Henriet,omc_pa722070,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722070.jpg,La République en Marche,,,LREM,,Vendée,5,,,,,PRESENT,POUR,
M.,Jacques Savatier,omc_pa722078,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722078.jpg,La République en Marche,,,LREM,,Vienne,1,,,,,,,
M.,Adrien Taquet,omc_pa722086,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722086.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,2,,,,,,,
Mme,Christine Hennion,omc_pa722094,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722094.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,3,SIGNATAIRE,,Présent,Contre,,,
Mme,Annie Vidal,omc_pa722102,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722102.jpg,La République en Marche,,,LREM,,Seine-Maritime,2,,,,,,,
M.,Hubert Wulfranc,omc_pa722110,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722110.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Maritime,3,,,,,,,POUR
Mme,Sira Sylla,omc_pa722118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722118.jpg,La République en Marche,,,LREM,,Seine-Maritime,4,,SIGNATAIRE,,,,,
M.,Guillaume Chiche,omc_pa722126,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722126.jpg,La République en Marche,,,LREM,,Deux-Sèvres,1,,,,,,,
M.,Jean-Marie Fiévet,omc_pa722134,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722134.jpg,La République en Marche,,,LREM,,Deux-Sèvres,3,,SIGNATAIRE,Présent,Contre,,,CONTRE
M.,François Ruffin,omc_pa722142,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722142.jpg,La France insoumise,,,LFI,,Somme,1,,,,,PRESENT,POUR,POUR
M.,Sacha Houlié,omc_pa722150,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722150.jpg,La République en Marche,,,LREM,,Vienne,2,,,,,,,
M.,Nicolas Turquois,omc_pa722162,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722162.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Vienne,4,,,Présent,Contre,PRESENT,CONTRE,CONTRE
Mme,Sophie Beaudouin-Hubiere,omc_pa722170,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722170.jpg,La République en Marche,,,LREM,,Haute-Vienne,1,,,,,PRESENT,CONTRE,CONTRE
M.,Jacques Maire,omc_pa722178,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722178.jpg,La République en Marche,,,LREM,,Hauts-de-Seine,8,,,,,,,
Mme,Florence Provendier,omc_pa722194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722194.jpg,La République en Marche,Gabriel Attal,,LREM,,Hauts-de-Seine,10,SIGNATAIRE,SIGNATAIRE,,,PRESENT,CONTRE,
M.,Sébastien Jumel,omc_pa722202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722202.jpg,Gauche démocrate et républicaine,,,PCF,,Seine-Maritime,6,,,Présent,Contre,,,POUR
M.,Jean-Claude Leclabart,omc_pa722228,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722228.jpg,La République en Marche,,,LREM,,Somme,4,,,Présent,Contre,PRESENT,CONTRE,CONTRE
M.,Jean-Baptiste Djebbari,omc_pa722236,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722236.jpg,La République en Marche,,,LREM,,Haute-Vienne,2,,,,,,,
Mme,Marie-Ange Magne,omc_pa722244,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722244.jpg,La République en Marche,,,LREM,,Haute-Vienne,3,,SIGNATAIRE,,,,,
Mme,Marie-Pierre Rixain,omc_pa722252,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722252.jpg,La République en Marche,,,LREM,,Essonne,4,,,,,,,CONTRE
M.,Cédric Villani,omc_pa722260,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722260.jpg,La République en Marche,,,LREM,,Essonne,5,,,,,,,CONTRE
Mme,Martine Wonner,omc_pa722268,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722268.jpg,La République en Marche,,,LREM,,Bas-Rhin,4,,SIGNATAIRE,Présent,Pour,,,POUR
M.,Bruno Fuchs,omc_pa722284,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722284.jpg,Mouvement Démocrate et apparentés,,,MODEM ,Apparenté au,Haut-Rhin,6,,,,,,,
M.,Thomas Rudigoz,omc_pa722292,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722292.jpg,La République en Marche,,,LREM,,Rhône,1,,,,,,,NE VEUT PAS REPONDRE ( PAS LE TEMPS)
Mme,Anissa Khedher,omc_pa722300,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722300.jpg,La République en Marche,,,LREM,,Rhône,7,,,,,,,
Mme,Barbara Bessot Ballot,omc_pa722312,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722312.jpg,La République en Marche,,,LREM,,Haute-Saône,1,,,Présent,Contre,,,NE VEUT PAS REPONDRE
M.,Christophe Lejeune,omc_pa722320,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722320.jpg,La République en Marche,,,LREM,,Haute-Saône,2,,,,,,,
M.,Vincent Thiébaut,omc_pa722336,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722336.jpg,La République en Marche,,,LREM,,Bas-Rhin,9,,SIGNATAIRE,,,,,
M.,Hubert Julien-Laferrière,omc_pa722344,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722344.jpg,La République en Marche,,,LREM,,Rhône,2,SIGNATAIRE,SIGNATAIRE,,,PRSENT,POUR,POUR
M.,Thomas Gassilloud,omc_pa722358,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722358.jpg,La République en Marche,,,LREM,,Rhône,10,,,,,,,CONTRE
M.,Jean-Luc Fugit,omc_pa722366,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722366.jpg,La République en Marche,,,LREM,,Rhône,11,SIGNATAIRE,SIGNATAIRE,Présent,Pour,PRESENT,CONTRE,NE SOUHAITE PAS REPONDRE
M.,Cyrille Isaac-Sibille,omc_pa722374,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722374.jpg,Mouvement Démocrate et apparentés,,,MODEM,,Rhône,12,,,,,,,CONTRE
M.,Benjamin Dirx,omc_pa722382,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722382.jpg,La République en Marche,,,LREM,,Saône-et-Loire,1,,,,,,,
Mme,Josiane Corneloup,omc_pa722390,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722390.jpg,Les Républicains,,,LR,,Saône-et-Loire,2,,,,,,,
M.,Rémy Rebeyrotte,omc_pa722398,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722398.jpg,La République en Marche,,,LREM,,Saône-et-Loire,3,,,Présent,Contre,,,CONTRE
Mme,Ramlati Ali,omc_pa724827,http://www2.assemblee-nationale.fr/static/tribun/15/photos/724827.jpg,La République en Marche,,,LREM,,Mayotte,1,,SIGNATAIRE,,,,,
M.,Gilles Carrez,omc_pa746,http://www2.assemblee-nationale.fr/static/tribun/15/photos/746.jpg,Les Républicains,,,LR,,Val-de-Marne,5,,,,,,,
M.,Antoine Savignat,omc_pa748954,http://www2.assemblee-nationale.fr/static/tribun/15/photos/748954.jpg,Les Républicains,,,LR,,Val-d'Oise,1,,,,,,,
M.,Sylvain Brial,omc_pa755549,http://www2.assemblee-nationale.fr/static/tribun/15/photos/755549.jpg,Libertés et Territoires,,,NI,,Wallis-et-Futuna,1,,,,,,,POUR
M.,Jean-Luc Poudroux,omc_pa759192,http://www2.assemblee-nationale.fr/static/tribun/15/photos/759192.jpg,Les Républicains,,,,,La Réunion,7,,,,,,,
M.,Francis Chouat,omc_pa760658,http://www2.assemblee-nationale.fr/static/tribun/15/photos/760658.jpg,La République en Marche,Manuel Valls,,LREM,Apparenté au,Essonne,1,,,,,,,
M.,Jacques Cattin,omc_pa767,http://www2.assemblee-nationale.fr/static/tribun/15/photos/767.jpg,Les Républicains,,,LR,,Haut-Rhin,2,,,,,,,
M.,Gérard Cherpion,omc_pa856,http://www2.assemblee-nationale.fr/static/tribun/15/photos/856.jpg,Les Républicains,,,LR,,Vosges,2,,,,,,,
M.,François Cornut-Gentille,omc_pa923,http://www2.assemblee-nationale.fr/static/tribun/15/photos/923.jpg,Les Républicains,,,LR,,Haute-Marne,2,,,,,,,
